,min,max,mean,med,std,label,Unnamed: 0,min,max,mean,med,std,label
211,-125.2031246491596,-82.91568703318744,-97.65486335418524,-88.70503898519259,17.169026002796677,AF,211.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
212,-141.44027952998826,-39.06933068970128,-74.74943576115639,-52.62108565840082,41.61105149398389,AF,212.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
213,-746.5920670191945,343.73278246314794,-36.20353032818348,197.5966579663873,443.0206656548015,N,213.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
214,-447.61666954721335,-311.3344685641136,-358.877117371037,-329.5426132103753,55.62590188550306,AF,214.0,0.7,0.7,0.7,0.7,0.0,AF
215,-327.38306252536546,-188.7987942418137,-279.10563639183243,-309.2469635193255,56.355447513375104,AF,215.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
216,-516.4973967784737,76.11177669717848,-130.3802015572443,-4.351810189185431,240.67600837561,AF,216.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
217,-272.93854972656163,-269.89211655644965,-271.65488574516246,-272.0098308971173,1.247674917081282,AF,217.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
218,-195.0795062774405,-154.52440969237645,-180.97224933523503,-189.87561970687625,16.522194628703122,AF,218.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
219,-200.04758039330284,-62.77606604339968,-110.68655659366148,-81.86488420415708,55.69891506138182,AF,219.0,0.7,0.7,0.7,0.7,0.0,AF
220,-329.7863086301936,-283.52474884929893,-313.73458852017933,-322.48792262830614,18.702416915988422,AF,220.0,0.096,0.248,0.1624,0.128,0.0702908244367641,PVC
221,-240.18822408356368,-128.03034267275032,-201.1099163720558,-225.3987239201016,45.597396992682526,AF,221.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
222,-125.2031246491596,-82.91568703318744,-97.65486335418524,-88.70503898519259,17.169026002796677,AF,222.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
223,-141.44027952998826,-39.06933068970128,-74.74943576115639,-52.62108565840082,41.61105149398389,AF,223.0,0.6,1.2,0.87,0.8500000000000001,0.1888562063228706,PVC
224,-746.5920670191945,343.73278246314794,-36.20353032818348,197.5966579663873,443.0206656548015,N,224.0,-100.0,-100.0,-100.0,-100.0,-100.0,N
225,-447.61666954721335,-311.3344685641136,-358.877117371037,-329.5426132103753,55.62590188550306,AF,225.0,0.068,0.252,0.156,0.152,0.078655366420014,PVC
226,-327.38306252536546,-188.7987942418137,-279.10563639183243,-309.2469635193255,56.355447513375104,AF,226.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
227,-516.4973967784737,76.11177669717848,-130.3802015572443,-4.351810189185431,240.67600837561,AF,227.0,0.6,0.9,0.75,0.75,0.2121320343559642,AF
228,-272.93854972656163,-269.89211655644965,-271.65488574516246,-272.0098308971173,1.247674917081282,AF,228.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
229,-195.0795062774405,-154.52440969237645,-180.97224933523503,-189.87561970687625,16.522194628703122,AF,229.0,0.85,1.034,0.942,0.942,0.1301076477383247,AF
230,-200.04758039330284,-62.77606604339968,-110.68655659366148,-81.86488420415708,55.69891506138182,AF,230.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
231,-318.37779649648,-23.7904440842613,-126.5535474691743,-64.55269423354022,119.5508436313815,AF,231.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
232,-558.1857717071614,29.15034926473232,-175.55016867044074,-47.0950855196035,238.9070681796222,AF,232.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
233,-344.9750639499369,-193.8568933936763,-292.31807564324885,-325.3876859145958,61.4723100595159,AF,233.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
234,-148.46151418883994,-144.72572575439574,-147.17858426035988,-147.8866636530947,1.5567220333781082,AF,234.0,0.8,0.8,0.8,0.8,0.0,AF
235,-176.95416244086866,-48.495161895953466,-93.31295350012122,-65.94793656845522,52.16812255753969,AF,235.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
236,-727.2013622749545,262.381721844482,-82.48862461123998,132.02092647509633,402.3218034585671,N,236.0,0.765,1.081,0.923,0.923,0.2234457428549489,AF
237,-426.8773163364718,-262.3892909273955,-369.5666836044711,-404.95198536615686,66.85251610338919,AF,237.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
238,-200.2853886549155,-169.71723901504828,-189.64231998680685,-196.25384294294383,12.42571839185933,AF,238.0,-100.0,-100.0,-100.0,-100.0,-100.0,N
239,-157.5653090050821,-94.1567594778117,-116.2599177237779,-102.68458018583384,25.759265565514283,AF,239.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
240,-395.9723981146012,53.84746910324046,-102.99977846863172,-7.616078597803992,182.6343405081002,AF,240.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
241,-657.9453597422686,35.944099206302006,-205.8694438914309,-54.443036221561314,282.2160339901582,N,241.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
242,-365.2859322166228,-202.03197589894768,-308.39017111597286,-344.19930914683863,66.41643233221234,AF,242.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
243,-172.32916251252897,-137.0227876152467,-160.0483893583951,-167.8309176402124,14.372628340478904,AF,243.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
244,-711.701364376671,310.19211269733995,-45.952397089306565,175.18464741574817,415.4229560360048,N,244.0,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
245,-431.9764562173101,-218.0221902145884,-357.4369592466465,-403.3577021010272,86.94416246603541,AF,245.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
246,-188.58447979318197,-143.5584636533714,-172.9039310924337,-182.6890358987756,18.310053628698903,AF,246.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
247,-157.23825657965438,-70.83417610488374,-100.95333697994953,-82.46101083616358,35.10131054379384,AF,247.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
248,-170.599351520073,-50.94646977144409,-92.66220857269936,-66.98807775951346,48.61482208074436,AF,248.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
249,-804.6385557020774,337.37450153511867,-60.61789318724114,187.1000137530027,464.31346003499766,N,249.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
250,-453.2827386303415,-300.7193577651728,-400.1589643996738,-432.6529770714845,61.97760743969579,AF,250.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
251,-231.87402076381824,-170.13429758800885,-210.3825931851308,-223.6581261974177,25.089115338771173,AF,251.0,0.7,0.7,0.7,0.7,0.0,AF
252,-463.9812365031082,58.74173678679527,-123.4514646912047,-12.749335081902366,212.2305042964944,AF,252.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
253,-653.2425987439368,242.7556148179873,-69.51138121401439,124.00665853647467,364.2040820911346,N,253.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
254,-365.9611769800216,-257.8808716634599,-328.33034623288324,-351.35442019064027,43.90694679386652,AF,254.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
255,-187.92308957902688,-175.9513760165829,-183.76592692901417,-186.3602596700551,4.868882676822193,AF,255.0,0.6,1.1,0.8500000000000001,0.8500000000000001,0.3535533905932738,AF
256,-467.8264520697544,76.36864034218752,-113.28662725756443,2.328548242160595,220.99299115170083,AF,256.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
257,-477.7241302536463,-99.50275163719024,-231.3263279645748,-147.82986188223353,153.93339014361868,AF,257.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
258,-306.92385007506283,-162.01605763042187,-256.44382106534334,-287.88903536046814,58.91665454711272,AF,258.0,0.7,1.6,1.075,1.0,0.3284161123592186,PVC
259,-190.87534928271128,-98.80647219256224,-130.97665768488142,-112.0662218208098,37.30806395258504,AF,259.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
260,-569.9357131404705,134.60206110774516,-110.9330827308984,42.570522834428665,286.51835854760503,N,260.0,0.7,0.9,0.8,0.8,0.1414213562373095,AF
261,-337.8177736941487,-191.98728331128655,-286.9901046099695,-318.71540146517515,59.299292560391,AF,261.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
262,-407.7286455827065,-5.393123693944119,-145.61996629492916,-60.51691443684506,163.34377898150453,AF,262.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
263,-250.38371369850253,-216.2302082733437,-238.5275201662033,-244.8241520090382,13.794829945610742,AF,263.0,0.092,0.432,0.212,0.112,0.1907878402833891,PVC
264,-269.6338478282061,-102.31725905125386,-160.6517219240825,-124.4365449534384,68.01349103632259,AF,264.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
265,-284.6322666611695,-74.2468220443567,-147.57849406416526,-102.221562025015,85.50546874671895,AF,265.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
266,-613.3100717530856,143.92093786485114,-119.97829216490852,43.5115879950875,307.7939975437138,N,266.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
267,-342.148121686272,-305.5327040082624,-318.3135889616227,-310.39294047131915,14.876486256223302,AF,267.0,0.6,0.9,0.75,0.75,0.2121320343559642,AF
268,-243.3178725169482,-206.55234940855087,-219.3784008360182,-211.47972361372933,14.937425881414352,AF,268.0,0.5,0.7,0.6,0.6,0.1414213562373094,AF
269,-389.94005304177455,8.322473320101606,-130.46617845291712,-44.27574223899429,161.90709032728398,AF,269.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
270,-273.76311700434087,-153.20616867654948,-195.21663193395588,-169.41346945166595,48.97994184685029,AF,270.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
271,-351.73383577981065,-52.899640007727726,-157.03804389100037,-93.16812964142878,121.3975516261122,AF,271.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
272,-264.8555727097394,-162.58554684811864,-198.2239333780269,-176.61801851037117,41.51806399005223,AF,272.0,0.7,0.7,0.7,0.7,0.0,AF
273,-325.2476585826301,-84.63381027217417,-168.52550564374238,-117.22107519080107,97.7221982444082,AF,273.0,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
274,-299.0994064349987,-151.52205120196683,-202.9918628990389,-170.52847006226705,60.039907546342526,AF,274.0,0.072,0.224,0.1169999999999999,0.086,0.0721017799133049,PVC
275,-323.0474367303613,-80.96820123434857,-165.37143905259268,-113.81769296568189,98.31174067737064,AF,275.0,0.6,0.6,0.6,0.6,0.0,AF
276,-361.2358265042213,-92.73015856978247,-186.30816250494144,-127.49960306713024,109.22761683310756,AF,276.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
277,-281.47537239047944,-150.1633381574478,-195.9248346714632,-167.4438361518396,53.38843685852416,AF,277.0,0.8,0.8,0.8,0.8,0.0,AF
278,-197.6230120740802,-150.23520302046387,-166.76392407529468,-156.8980695861689,19.22025455458032,AF,278.0,0.6,0.9,0.75,0.75,0.2121320343559642,AF
279,-288.77792879042624,-37.07516854028503,-124.85343391982016,-70.90364393934776,102.25622131908536,AF,279.0,0.8,0.8,0.8,0.8,0.0,AF
280,-485.2623565197696,21.39982865415661,-155.1832058079058,-44.68150189795987,206.05787814710536,AF,280.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
281,-299.3072943599116,-214.56896885747005,-244.11413155015487,-225.81317150604528,34.44325827479658,AF,281.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
282,-274.2659554097422,-139.53584090224024,-186.50664083582367,-157.53172702865126,54.74865809606791,AF,282.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
283,-282.7481787625802,-94.38325379769972,-160.03705583296602,-119.33708146991076,76.56549103447824,AF,283.0,0.9,1.4,1.1125,1.1,0.1885091888628092,PVC
284,-293.19681142103667,-88.87522597642554,-160.09529846145398,-115.9346080968122,83.05162584878109,AF,284.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
285,-282.5639179811309,-98.16187723384228,-162.4354671052379,-122.64912679984164,74.94914673931342,AF,285.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
286,-317.61057109726664,-72.55730520052363,-158.0138614250058,-105.83518547249264,99.51678415402743,AF,286.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
287,-312.0437338857648,-125.4011475819038,-190.5245360455397,-149.4596877212636,75.97057350648257,AF,287.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
288,-241.9823034914148,-154.7243777478916,-185.1552595487956,-166.01301479596054,35.497075534491174,AF,288.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
289,-196.8346299334665,-115.26976331129944,-143.70459532569558,-126.36434309783743,33.12453649584465,AF,289.0,0.208,0.548,0.378,0.378,0.2404163056034262,PVC
290,-254.4212749303146,-41.66951182596613,-115.82464153851508,-69.87006157940354,86.4760682916181,AF,290.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
291,-393.03337767719927,-16.27706127098082,-147.6918316980912,-67.48198597323385,152.99547285475902,AF,291.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
292,-601.9640861847653,-28.65973734348716,-228.4759605103895,-102.8220393114998,233.2255136227092,AF,292.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
293,-332.8287904059595,-277.9015499860046,-313.7232642844494,-325.84172659587966,22.3641543509448,AF,293.0,0.7,0.9,0.8,0.8,0.1414213562373095,AF
294,-273.66480510454176,-144.92344923753814,-189.8210982121502,-162.38869037308734,52.28415744182088,AF,294.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
295,-245.92588308315572,-149.68367625262502,-183.2282786325009,-162.52660928255585,39.10512297829355,AF,295.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
296,-248.3072746742816,-94.99253342749157,-148.41960203725822,-115.24114605822392,62.32602755141929,AF,296.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
297,-365.7902694117204,-57.2518731829974,-164.7642985471864,-98.50175819936692,125.37399988153156,AF,297.0,0.296,0.488,0.392,0.392,0.1357645019878171,PVC
298,-262.5763141959967,-154.6382787494807,-192.25514813061773,-169.17721964577146,43.85031749518739,AF,298.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
299,-470.091867005636,27.27712376413828,-146.0304349923079,-39.51540503988669,202.0738074964221,AF,299.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
300,-261.77290667925087,-256.15326184110734,-258.1376577281218,-257.0024376594245,2.295303900874756,AF,300.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
301,-253.5630961075136,-125.95163962729488,-170.4325950624205,-142.66018130277297,51.89205657873593,AF,301.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
302,-240.64311321605624,-96.1779898970142,-146.53873185769385,-115.48217253756974,58.704375607239406,AF,302.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
303,-588.9666238754393,97.80011101309763,-141.54951704491353,4.697482753016962,278.9231607207348,N,303.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
304,-428.05334519959257,-248.48451835395417,-311.05777581491986,-271.7261191821732,73.15323689461661,AF,304.0,0.7,0.7,0.7,0.7,0.0,AF
305,-259.6733887015568,-242.26412550470675,-248.33869761998287,-244.8230894779146,7.0528087396782455,AF,305.0,0.7,1.0,0.85,0.85,0.2121320343559642,AF
306,-342.66411155471667,-68.87738939326651,-164.3026759410543,-106.10390562151086,111.18410912700344,AF,306.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
307,-232.9223151953917,-183.85047717664293,-200.96256552129773,-190.6185599139191,19.91521480366933,AF,307.0,0.152,0.28,0.216,0.216,0.0905096679918781,PVC
308,-448.852856341344,-54.214940603150175,-191.7128232116693,-105.03749388407624,160.5680954119172,AF,308.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
309,-274.320913221574,-187.9839012480468,-218.07974469142,-199.62374584592743,35.0774933128031,AF,309.0,0.096,0.228,0.1426666666666666,0.104,0.0740090084606822,PVC
310,-299.079199906512,-53.74856471178074,-139.25922673420993,-85.79792847377044,99.77701090849388,AF,310.0,0.9,1.5,1.1375,1.1,0.2263846284534354,PVC
311,-253.3940111051355,-103.08872396319744,-155.47444465106736,-123.1361886493616,61.08156694640026,AF,311.0,0.8,1.0,0.9,0.9,0.1414213562373094,AF
312,-334.6971422344828,-2.859028370550188,-118.49176477184756,-46.2362186725988,134.9557829432704,AF,312.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
313,-263.7548556296593,-113.4274579684608,-165.8303136568862,-133.4643128238067,61.09155857075272,AF,313.0,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
314,-287.85195628669885,-71.40097269261511,-146.85761791713338,-99.47406803152064,88.04756642333851,AF,314.0,0.8,1.5,1.0444444444444445,1.0,0.2505549396395484,PVC
315,-256.9927363310263,-111.70048651764056,-162.3606340005221,-131.13527918175672,59.034928264136106,AF,315.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
316,-252.58921339996544,-123.99200562251636,-168.8370262463681,-140.73731710892235,52.29654101382057,AF,316.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
317,-223.5328053075853,-104.11458120265652,-145.75097361069686,-119.79437005543946,48.55598475065716,AF,317.0,0.884,0.898,0.891,0.891,0.0098994949366116,AF
318,-182.9019646947444,-102.19893345993546,-130.33859858034666,-113.03605036394907,32.788017371050856,AF,318.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
319,-233.38855417546384,-148.9564675194757,-178.42443185461502,-159.95516951127792,34.37802782482067,AF,319.0,0.176,0.208,0.192,0.192,0.0226274169979695,PVC
320,-234.1608331204173,-93.58551904150858,-142.57957691385,-112.07554817693445,57.155283787564784,AF,320.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
321,-213.71241527417325,-90.48214203640244,-133.43448305341008,-106.94411292535509,50.07409996651414,AF,321.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
322,-601.0023220551033,164.81179192513844,-102.03148533062723,62.02837584835254,311.1453199316418,N,322.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
323,-333.3558322285764,-291.73183569869883,-306.27961175593987,-297.5721171202432,17.039686208872748,AF,323.0,0.7,0.9,0.8,0.8,0.1414213562373095,AF
324,-246.302700357038,-199.6830821158696,-215.9542957677081,-205.9222818981785,18.94293902815934,AF,324.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
325,-230.083615509518,-112.29762819012458,-153.35839864670191,-128.00541475918536,47.86583170995293,AF,325.0,0.6,0.9,0.75,0.75,0.2121320343559642,AF
326,-179.12630327051534,-106.10193190640352,-131.55641644715914,-115.6126198030367,29.70111884514911,AF,326.0,0.7,0.7,0.7,0.7,0.0,AF
327,-173.56941250535138,-68.34256528741273,-105.0170632997741,-82.34581523704091,42.7660688064238,AF,327.0,0.6,0.9,0.75,0.75,0.2121320343559642,AF
328,-357.11635544047857,28.957329310413467,-105.72058746269887,-23.639220701895407,156.76785398144273,AF,328.0,0.06,0.176,0.0986666666666666,0.06,0.0669726312259965,PVC
329,-510.8629240422405,-57.87321563183389,-215.7533196765133,-116.06005621535594,184.3227681079045,AF,329.0,0.18,0.54,0.36,0.36,0.2545584412271571,PVC
330,-651.7202141261646,284.0115642487931,-42.08523793205258,160.55884775970566,380.4223307134205,N,330.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
331,-340.77049126982973,-276.4166406650466,-318.37120961727675,-332.36886773924994,26.178007291590877,AF,331.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
332,-220.2126079218121,-175.16825105429817,-190.88730754026244,-180.9842657179108,18.325188418224627,AF,332.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
333,-206.3033504770613,-101.1553475811728,-137.8152106421308,-115.28367132386047,42.71753976920584,AF,333.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
334,-243.6727263288253,-50.154534533007954,-117.59751304025804,-75.74954587410559,78.66330242517823,AF,334.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
335,-643.7280419392404,197.3703482374767,-95.70549460550964,85.11349799289528,341.8078140848229,N,335.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
336,-326.72428251973093,-317.3404649629004,-320.6677261652321,-318.934868556168,3.891247224360865,AF,336.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
337,-257.19741589461466,-190.49844158528552,-213.75369419088767,-199.3889858724944,27.1070487225228,AF,337.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
338,-216.93291595085608,-126.93074135742108,-158.3195949117037,-138.9500840305017,36.57222664368306,AF,338.0,0.6,0.6,0.6,0.6,0.0,AF
339,-530.984547042307,107.76962489535484,-114.82029338605057,22.23904973495263,259.5426774109565,N,339.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
340,-317.4667262660352,-262.94087260175974,-281.97534714839765,-270.01877376299547,22.18886330029233,AF,340.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
341,-727.897762810403,227.7274813868264,-105.25581094317884,100.12345951293103,388.3435309697937,N,341.0,0.8,0.8,0.8,0.8,0.0,AF
342,-364.72686924676026,-350.4016041725631,-359.79921408896263,-362.2118870632521,5.779053766868023,AF,342.0,0.7,0.9,0.8,0.8,0.1414213562373095,AF
343,-239.5409651192328,-225.3657409951749,-234.61422153668457,-237.7053867736675,5.779985731993833,AF,343.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
344,-167.84234389292735,-136.2131592331265,-147.25594432292274,-140.56595846506983,12.83874110379877,AF,344.0,0.7,0.7,0.7,0.7,0.0,AF
345,-496.4085532947967,161.07705040871144,-68.03071990245388,74.09071732862901,267.27426441883443,N,345.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
346,-260.60401535140807,-236.6033071273565,-244.9871920784909,-239.9174645481704,9.738308246884875,AF,346.0,0.7,1.0,0.85,0.85,0.2121320343559642,AF
347,-235.45962371106089,-127.65442678627832,-165.23288816866463,-141.94195951256063,43.81914074782917,AF,347.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
348,-218.3152968050475,-92.93545364140073,-136.641190449778,-109.65486704769629,50.9507451178165,AF,348.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
349,-567.9437633946958,175.2910517371294,-83.72825862930586,76.75479822985712,302.1092263565389,N,349.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
350,-297.8362215846237,-282.25299898808623,-292.4445028447004,-295.82256080121124,6.346833925003716,AF,350.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
