,Unnamed: 0,Unnamed: 0.1,min,max,mean,med,std,label,min,max,mean,med,std,label
959,60.0,60.0,0.9,1.6,1.0555555555555556,1.0,0.2242270674512285,PVC,0.6471942416202878,2.0583791628617565,1.1390819814292736,0.8325750815364503,0.5737720406909533,PVC
960,61.0,61.0,0.132,5091.1,1697.1533333333334,0.228,2939.244032814788,PVC,0.9748535525425795,1.5215895846194507,1.1654826688781657,1.0472376539071164,0.2222366776072017,PVC
961,62.0,62.0,0.268,0.56,0.414,0.414,0.2064751801064719,PVC,0.6981725337357428,1.3178027323904844,0.9141816546122578,0.7806124606451463,0.2518280722952826,PVC
962,63.0,63.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,0.6131334628852393,1.0851385207422513,0.7776843264030608,0.6754556917666368,0.1918797298633784,PVC
963,64.0,64.0,0.8,1.4,1.0555555555555556,1.0,0.2297341458681703,PVC,0.4618194186322667,0.9633689724771322,0.6366677327233796,0.5283205845707378,0.2038613038377751,PVC
964,65.0,65.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,0.3812266926997539,0.8904180859462746,0.5587214093675537,0.4488488685428391,0.2069550559045142,PVC
965,66.0,66.0,0.576,0.792,0.744,0.784,0.0939787209957658,PVC,0.3296433619140812,0.840660959104551,0.5077809011429535,0.3974543799565763,0.2077042724557063,PVC
966,67.0,67.0,0.6,1.4,0.92,0.95,0.2740640638812595,PVC,0.3295407511293264,0.7680154030297814,0.4824021176744219,0.3878401779408685,0.1782044192461188,PVC
967,68.0,68.0,0.116,0.384,0.2253333333333333,0.176,0.1406461280424503,PVC,0.1930419058855431,0.9397360257389707,0.4533981428795131,0.2935372848170637,0.3033353301918848,PVC
968,69.0,69.0,0.16,0.276,0.2013333333333333,0.168,0.0647868299373671,PVC,-0.57137828688105,2.39941482151326,0.4639678263685518,-0.1771530213118085,1.2074869975797795,PVC
969,70.0,70.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,-0.0498848635655125,2.1919697102371085,0.7314648491402743,0.245347926668959,0.9114470011828728,PVC
970,71.0,71.0,0.168,0.248,0.208,0.208,0.0399999999999999,PVC,0.858607392096691,1.6770396760168866,1.1439173068514914,0.966449756833904,0.3327312384544968,PVC
971,72.0,72.0,0.9,1.5,1.1375,1.1,0.2263846284534354,PVC,0.7832138018063839,1.3658753654759268,0.9863609554451074,0.8605910954052899,0.2368160236050633,PVC
972,73.0,73.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,0.5658876942241278,1.2453691753838032,0.8027389011133692,0.6557507317617911,0.2762112066405251,PVC
973,74.0,74.0,0.6,1.2,0.87,0.8500000000000001,0.1888562063228706,PVC,0.5426619785751482,1.050407930039024,0.7196651943778302,0.6101115942603593,0.2063655549206765,PVC
974,75.0,75.0,0.536,0.792,0.7344,0.784,0.1110531404328576,PVC,0.6831570796927047,1.3677210866855511,0.921786074820227,0.7739782438943116,0.2782451312065664,PVC
975,76.0,76.0,0.228,0.26,0.2466666666666666,0.252,0.016653327995729,PVC,0.6088270809073515,1.1526043108052082,0.7984116976513805,0.6809811691355148,0.2210177834745138,PVC
