,Unnamed: 0,Unnamed: 0.1,min,max,mean,med,std,label,min,max,mean,med,std,label
976,77.0,77.0,0.208,0.548,0.378,0.378,0.2404163056034262,PVC,0.5116805019980429,0.9931214410183644,0.6795205188995425,0.5756639985655865,0.195671743911215,PVC
977,78.0,78.0,0.092,0.432,0.212,0.112,0.1907878402833891,PVC,0.3964008802236138,0.9235888043752988,0.5801682163451701,0.4662324929727545,0.2142891541111115,PVC
978,79.0,79.0,0.6,1.6,1.0333333333333332,1.0,0.324037034920393,PVC,0.353661672323915,0.8528504081139092,0.5276776166449285,0.4197702243886735,0.2029110903064524,PVC
979,80.0,80.0,0.072,0.472,0.2299999999999999,0.188,0.1711295805328036,PVC,-0.4629178941821041,-0.0440490028629179,-0.1900667431585651,-0.0999123952250471,0.1702243772988803,PVC
980,81.0,81.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,-0.668917820028633,0.0063598559192723,-0.2290862653988837,-0.0821218787943385,0.2745686618551163,PVC
981,82.0,82.0,0.152,0.288,0.216,0.212,0.0629920629920944,PVC,-0.6890188982976139,-0.1679260169182929,-0.3495708233183421,-0.2371764261251522,0.2117902891515281,PVC
982,83.0,83.0,0.176,0.208,0.192,0.192,0.0226274169979695,PVC,-0.7767387762218798,-0.153705125402323,-0.3708939092790348,-0.235943174007774,0.2532718031817184,PVC
983,84.0,84.0,0.784,0.784,0.784,0.784,0.0,PVC,-0.8374888090851595,-0.2338753983491632,-0.4443027057990425,-0.3144032949113486,0.2452902441420061,PVC
984,85.0,85.0,0.116,0.448,0.2866666666666667,0.296,0.1661966706445509,PVC,-0.931488995503911,-0.2013890958662833,-0.4558577738094723,-0.2980381944213984,0.2967706419824941,PVC
985,86.0,86.0,0.768,0.784,0.776,0.776,0.0065319726474218,PVC,-1.0014462927148726,-0.2200323373950327,-0.4924236007601503,-0.3239531833371332,0.3175866384900429,PVC
986,87.0,87.0,0.06,0.344,0.181,0.16,0.1322371606874053,PVC,-1.0236891204362308,-0.2844774462652425,-0.5421793688034421,-0.3822237981276171,0.3004843654247558,PVC
987,88.0,88.0,0.24,0.784,0.648,0.772,0.2221639034586852,PVC,-1.1026362302231345,-0.3035877526800606,-0.5821242235879864,-0.4097570101505749,0.3247609286039844,PVC
988,89.0,89.0,0.36,0.792,0.6224,0.696,0.1932790728454584,PVC,-1.0438975177499104,-0.3806807333634381,-0.6118341800776057,-0.4689703778570717,0.2695401755197651,PVC
989,90.0,90.0,0.24,0.424,0.3319999999999999,0.3319999999999999,0.1301076477383247,PVC,-0.7423466686753502,-0.5262338149739281,-0.6015499469036214,-0.554272991207107,0.0878925169211261,PVC
990,91.0,91.0,0.2,0.516,0.358,0.358,0.223445742854949,PVC,-0.4854771465509024,1.4835484333867417,0.2009686881155703,-0.2215057656323953,0.8000697494908374,PVC
991,92.0,92.0,0.06,0.308,0.204,0.2239999999999999,0.1046645435028819,PVC,-0.1024530971824752,2.0551087137669493,0.6495070662983597,0.1816736369499796,0.8771372683933684,PVC
992,93.0,93.0,0.6,1.5,0.8727272727272728,0.8,0.2649185123426035,PVC,0.3266488074569101,2.5237777111643283,1.0925182694265447,0.6186138231618613,0.89301353434945,PVC
993,94.0,94.0,0.8,29682.73,14841.765,14841.765,20988.29398170442,PVC,0.5917653848007111,2.7007399141492927,1.3268682407139858,0.8707508204669878,0.8572725712525118,PVC
994,95.0,95.0,0.6,1.1,0.89,0.9,0.1523883926754995,PVC,0.8154618131971183,2.7354050178035303,1.4847170733985144,1.070331738205912,0.7803542344265455,PVC
