,Unnamed: 0,Unnamed: 0.1,min,max,mean,med,std,label,min,max,mean,med,std,label
720,720.0,720.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,-0.6062369811626976,0.0472621550590052,-0.1805630084460138,-0.0402817932923863,0.2655362251553814,PVC
721,721.0,721.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,-0.7235751522798681,-0.0663493794674183,-0.2953611889950782,-0.1533776734380434,0.2671462499243401,PVC
722,722.0,722.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,-0.8452093742002141,-0.1398248531661821,-0.3857276498070815,-0.2339643857917153,0.2866503117345839,PVC
723,723.0,723.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF,-0.8987077615457472,-0.208093528849522,-0.4487871608344895,-0.2996247880451019,0.2807107655816932,PVC
724,724.0,724.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,-0.9961129151840018,-0.2266574076833289,-0.4948712048964237,-0.3288040700208226,0.3127478091007367,PVC
725,725.0,725.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,-1.02428690429361,-0.2812196773065521,-0.5402678039376861,-0.3794534702501825,0.3020536289875748,PVC
726,726.0,726.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF,-1.118261405336208,-0.2659534961051953,-0.5630477978418449,-0.3790907576510411,0.3464235999500502,PVC
727,727.0,727.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,-1.1464353944458172,-0.3205157657284193,-0.6084443968831083,-0.4297401578804017,0.3357294108745022,PVC
728,728.0,728.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,-1.2863899386951814,-0.2880459656776578,-0.6360397743769874,-0.4204825585345993,0.4057920490883855,PVC
729,729.0,729.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,-0.9142858924939008,-0.1415374046849463,-0.4108932792087661,-0.2440699269258156,0.3140971868215279,PVC
730,730.0,730.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,-1.1083088754315265,-0.1376950348909572,-0.4760022483278197,-0.2658187767357144,0.3945671470621899,PVC
731,731.0,731.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF,-1.2067464182774792,-0.2330262288251909,-0.5724338430382679,-0.3621709274945866,0.3957890492857756,PVC
732,732.0,732.0,0.6,0.6,0.6,0.6,0.0,AF,-1.3355904792709798,-0.2724900155438201,-0.6430453400672373,-0.4130513570297798,0.4321437641777974,PVC
733,733.0,733.0,0.8,0.8,0.8,0.8,0.0,AF,-1.4232428108038149,-0.3234581690193752,-0.7068292530649799,-0.4697038494499756,0.4469817205735771,PVC
734,734.0,734.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,-1.4570485800511483,-0.4061416436997914,-0.7724486347807528,-0.5454090826283597,0.4271588329881285,PVC
735,735.0,735.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,-1.3322334393987691,-0.4723446649171165,-0.7720568008556775,-0.5858489206254176,0.3495700641106762,PVC
736,736.0,736.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF,-1.0031005162227375,-0.6469895380832835,-0.7712006034726835,-0.6949612291772145,0.1446789102253522,PVC
737,737.0,737.0,0.8,1.0,0.9,0.9,0.1414213562373094,AF,-0.6740488753769972,-0.3806651546135656,-0.5717229510372203,-0.6333652606743543,0.1190859320102108,PVC
738,738.0,738.0,0.7,1.0,0.85,0.85,0.2121320343559642,AF,-0.2258925421619865,-0.0622575443229733,-0.1688643902375215,-0.2042578997267883,0.0667176454350497,PVC
739,739.0,739.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,-0.2325875632783357,0.6417825822973929,0.0722596718478495,-0.1149095404427914,0.3552276064192746,PVC
740,740.0,740.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF,0.325531532368997,1.0764900642067865,0.587278768956538,0.424770064179129,0.3052780160279008,PVC
741,741.0,741.0,0.946,0.954,0.95,0.95,0.0056568542494923,AF,0.4326007442361745,0.932513118649303,0.6069423666840672,0.4989461382442596,0.2031896400872584,PVC
742,742.0,742.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,0.5296161162061663,0.55012204873785,0.5367215225270503,0.5327769112499099,0.0084811939013681,PVC
743,743.0,743.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,0.223357717757434,0.4626927404540508,0.379414310951524,0.4315452529393885,0.0973321140695611,PVC
744,744.0,744.0,0.7,0.9,0.8,0.8,0.1414213562373095,AF,-0.0616111197819568,0.1224201600370129,0.0581582910101405,0.0972343838041789,0.0747389844655921,PVC
745,745.0,745.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,-0.402012955657833,0.1595280857680565,-0.0361179545255242,0.0855613585009548,0.2282875092108808,PVC
746,746.0,746.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,-0.6882971796251038,0.0021302029407657,-0.2385684114830092,-0.0903136089193417,0.2805441899841622,PVC
747,747.0,747.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF,-0.7745865120144704,-0.1165860524889463,-0.3458670908214662,-0.2038409840024645,0.2674501273885123,PVC
748,748.0,748.0,0.8,1.0,0.9,0.9,0.1414213562373094,AF,-0.8827935762314735,-0.1549242076216608,-0.4086548020177589,-0.2518464288377315,0.295812956100779,PVC
749,749.0,749.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,-0.8520601995983235,-0.2741141777720504,-0.4755733068875791,-0.3507803088351891,0.2349091781621892,PVC
750,750.0,750.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,-0.9027071345394824,-0.2904076778494098,-0.5038416503039734,-0.3716308866330849,0.2488723111298717,PVC
751,751.0,751.0,0.7,0.7,0.7,0.7,0.0,AF,-0.7366105648683549,1.9218977874590184,0.1901948440473095,-0.3803317468347751,1.080245201507702,PVC
752,752.0,752.0,0.899,0.919,0.909,0.909,0.0141421356237309,AF,-0.2779932653368914,2.855906737552212,0.8141687078736793,0.1347890873021174,1.2740509415418042,PVC
753,753.0,753.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,0.8133514288838061,3.091816549098037,1.6075429987758802,1.1151838241571728,0.9261582815014356,PVC
754,754.0,754.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF,0.9814437693656608,3.050733022338052,1.7027519799051765,1.255940686179137,0.8410734211121742,PVC
755,755.0,755.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF,0.9814437693656608,3.050733022338052,1.7027519799051765,1.255940686179137,0.8410734211121742,PVC
756,756.0,756.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,0.9814437693656608,3.050733022338052,1.7027519799051765,1.255940686179137,0.8410734211121742,PVC
