,Unnamed: 0,min,max,mean,med,std,label
0,0,0.7,1.3,1.0444444444444445,1.1,0.1810463415200036,PVC
1,1,0.072,0.236,0.154,0.154,0.1159655121145937,PVC
2,2,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
3,3,0.188,0.532,0.36,0.36,0.2432447327281723,PVC
4,4,0.156,0.424,0.2826666666666667,0.268,0.1346006438815704,PVC
5,5,0.776,0.8,0.788,0.788,0.0103279555898864,PVC
6,6,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
7,7,0.072,0.432,0.2853333333333333,0.352,0.1890326250501043,PVC
8,8,0.072,0.224,0.1169999999999999,0.086,0.0721017799133049,PVC
9,9,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
10,10,0.776,0.784,0.782,0.784,0.004,PVC
11,11,0.776,0.792,0.784,0.784,0.0065319726474218,PVC
12,12,0.6,1.3,0.95,0.95,0.2173067468400883,PVC
13,13,0.152,0.28,0.216,0.216,0.0905096679918781,PVC
14,14,0.24,0.792,0.68,0.792,0.2459918697843487,PVC
15,15,0.2,0.528,0.364,0.364,0.2319310242291876,PVC
16,16,0.6,1.2,0.7999999999999999,0.7,0.2280350850198275,PVC
17,17,0.6,1.5,0.9555555555555556,0.9,0.2403700850309326,PVC
18,18,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
19,19,0.096,0.228,0.1426666666666666,0.104,0.0740090084606822,PVC
20,20,0.7,1.7,1.0666666666666669,0.9,0.3201562118716424,PVC
21,21,0.264,0.524,0.394,0.394,0.1838477631085023,PVC
22,22,0.24,0.824,0.43,0.384,0.1986353442869621,PVC
