,Unnamed: 0,min,max,mean,med,std,label
59,59,0.7,1.2,0.89,0.85,0.2078995483935024,PVC
60,60,0.9,1.6,1.0555555555555556,1.0,0.2242270674512285,PVC
61,61,0.132,5091.1,1697.1533333333334,0.228,2939.2440328147877,PVC
62,62,0.268,0.56,0.414,0.414,0.2064751801064719,PVC
63,63,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
64,64,0.8,1.4,1.0555555555555556,1.0,0.2297341458681703,PVC
65,65,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
66,66,0.576,0.792,0.744,0.784,0.0939787209957658,PVC
67,67,0.6,1.4,0.92,0.95,0.2740640638812595,PVC
68,68,0.116,0.384,0.2253333333333333,0.176,0.1406461280424503,PVC
69,69,0.16,0.276,0.2013333333333333,0.168,0.0647868299373671,PVC
70,70,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
71,71,0.168,0.248,0.208,0.208,0.0399999999999999,PVC
72,72,0.9,1.5,1.1375,1.1,0.2263846284534354,PVC
73,73,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
74,74,0.6,1.2,0.87,0.8500000000000001,0.1888562063228706,PVC
75,75,0.536,0.792,0.7344,0.784,0.1110531404328576,PVC
76,76,0.228,0.26,0.2466666666666666,0.252,0.016653327995729,PVC
77,77,0.208,0.548,0.378,0.378,0.2404163056034262,PVC
78,78,0.092,0.432,0.212,0.112,0.1907878402833891,PVC
79,79,0.6,1.6,1.0333333333333332,1.0,0.324037034920393,PVC
80,80,0.072,0.472,0.2299999999999999,0.188,0.1711295805328036,PVC
81,81,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
82,82,0.152,0.288,0.216,0.212,0.0629920629920944,PVC
83,83,0.176,0.208,0.192,0.192,0.0226274169979695,PVC
84,84,0.784,0.784,0.784,0.784,0.0,PVC
85,85,0.116,0.448,0.2866666666666667,0.296,0.1661966706445509,PVC
86,86,0.768,0.784,0.776,0.776,0.0065319726474218,PVC
87,87,0.06,0.344,0.181,0.16,0.1322371606874053,PVC
88,88,0.24,0.784,0.648,0.772,0.2221639034586852,PVC
89,89,0.36,0.792,0.6224,0.696,0.1932790728454584,PVC
90,90,0.24,0.424,0.3319999999999999,0.3319999999999999,0.1301076477383247,PVC
91,91,0.2,0.516,0.358,0.358,0.223445742854949,PVC
92,92,0.06,0.308,0.204,0.2239999999999999,0.1046645435028819,PVC
93,93,0.6,1.5,0.8727272727272728,0.8,0.2649185123426035,PVC
94,94,0.8,29682.73,14841.765,14841.765,20988.29398170442,PVC
