,Unnamed: 0,min,max,mean,med,std,label
23,23,0.784,0.792,0.786,0.784,0.004,PVC
24,24,0.2,0.216,0.2093333333333333,0.212,0.0083266639978645,PVC
25,25,0.7,1.5,1.1,1.15,0.2927700218845599,PVC
26,26,0.164,0.64,0.402,0.402,0.3365828278447966,PVC
27,27,0.8,1.4,1.0777777777777775,1.0,0.1922093765778465,PVC
28,28,0.6,1.1,0.89,0.9,0.1523883926754995,PVC
29,29,0.448,0.824,0.6226666666666667,0.5760000000000001,0.1550776149760714,PVC
30,30,0.296,0.488,0.392,0.392,0.1357645019878171,PVC
31,31,0.216,0.464,0.34,0.34,0.1753624817342638,PVC
32,32,0.128,0.448,0.264,0.216,0.1653118265581746,PVC
33,33,0.076,0.228,0.152,0.152,0.1074802307403552,PVC
34,34,0.076,0.304,0.1424,0.088,0.0972666438199653,PVC
35,35,0.112,0.396,0.2533333333333333,0.252,0.1420046947580724,PVC
36,36,0.7,1.6,1.075,1.0,0.3284161123592186,PVC
37,37,0.7,1.5,1.0555555555555556,1.0,0.2185812841434,PVC
38,38,0.06,0.176,0.0986666666666666,0.06,0.0669726312259965,PVC
39,39,0.7,1.4,1.0625,1.05,0.2199837656347784,PVC
40,40,0.5,1.4,0.96,1.0,0.2547329756605707,PVC
41,41,0.9,1.4,1.1125,1.1,0.1885091888628092,PVC
42,42,0.24,20.368,3.916,0.772,8.062640758461212,PVC
43,43,0.188,0.452,0.2786666666666667,0.196,0.1501643544032116,PVC
44,44,0.104,0.344,0.2586666666666666,0.328,0.1341839533376973,PVC
45,45,0.7,1.6,1.125,1.05,0.276457178290909,PVC
46,46,0.256,0.792,0.6272,0.776,0.2353278564046339,PVC
47,47,0.5,1.5,0.8909090909090909,0.9,0.2879393875611513,PVC
48,48,0.144,0.296,0.2319999999999999,0.256,0.0787908624143688,PVC
49,49,0.06,0.276,0.1448,0.152,0.0890572849350349,PVC
50,50,0.8,1.4,1.0777777777777775,1.0,0.2333333333333333,PVC
51,51,0.256,0.792,0.524,0.492,0.2287916082377148,PVC
52,52,-31839.066,1.6,-4547.731714285714,0.7,12034.347257735497,PVC
53,53,0.18,0.528,0.354,0.354,0.2460731598529185,PVC
54,54,0.216,0.632,0.424,0.424,0.2941564209736038,PVC
55,55,0.784,0.792,0.786,0.784,0.004,PVC
56,56,0.6,1.6,1.125,1.2000000000000002,0.3195979617313871,PVC
57,57,0.6,1.5,0.94,0.9,0.3204163957519444,PVC
58,58,0.7,1.4,1.0333333333333334,0.9,0.25,PVC
