,Unnamed: 0,min,max,mean,med,std,label
361,361,0.8,0.8,0.8,0.8,0.0,AF
362,362,-100.0,-100.0,-100.0,-100.0,-100.0,AF
363,363,-100.0,-100.0,-100.0,-100.0,-100.0,AF
364,364,-100.0,-100.0,-100.0,-100.0,-100.0,AF
365,365,-100.0,-100.0,-100.0,-100.0,-100.0,AF
366,366,0.7,0.7,0.7,0.7,0.0,AF
367,367,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
368,368,0.6,1.0,0.8,0.8,0.282842712474619,AF
369,369,0.7,1.1,0.9,0.9,0.2828427124746191,AF
370,370,0.7,0.9,0.8,0.8,0.1414213562373095,AF
371,371,0.7,0.7,0.7,0.7,0.0,AF
372,372,0.7,0.9,0.8,0.8,0.1414213562373095,AF
373,373,-100.0,-100.0,-100.0,-100.0,-100.0,AF
374,374,-100.0,-100.0,-100.0,-100.0,-100.0,AF
375,375,-100.0,-100.0,-100.0,-100.0,-100.0,AF
376,376,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
377,377,-100.0,-100.0,-100.0,-100.0,-100.0,AF
378,378,0.6,0.8,0.7,0.7,0.1414213562373095,AF
379,379,0.7,0.9,0.8,0.8,0.1414213562373095,AF
380,380,-100.0,-100.0,-100.0,-100.0,-100.0,AF
381,381,-100.0,-100.0,-100.0,-100.0,-100.0,AF
382,382,0.8,0.8,0.8,0.8,0.0,AF
383,383,-100.0,-100.0,-100.0,-100.0,-100.0,AF
384,384,-100.0,-100.0,-100.0,-100.0,-100.0,AF
385,385,-100.0,-100.0,-100.0,-100.0,-100.0,AF
386,386,0.6,1.0,0.8,0.8,0.282842712474619,AF
387,387,-100.0,-100.0,-100.0,-100.0,-100.0,AF
388,388,-100.0,-100.0,-100.0,-100.0,-100.0,AF
389,389,-100.0,-100.0,-100.0,-100.0,-100.0,AF
390,390,0.7,0.8,0.75,0.75,0.0707106781186548,AF
391,391,-100.0,-100.0,-100.0,-100.0,-100.0,AF
392,392,-100.0,-100.0,-100.0,-100.0,-100.0,AF
393,393,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
394,394,0.817,1.017,0.917,0.917,0.1414213562373094,AF
395,395,0.7,0.8,0.75,0.75,0.0707106781186548,AF
396,396,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
397,397,-100.0,-100.0,-100.0,-100.0,-100.0,AF
398,398,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
399,399,0.7,1.0,0.85,0.85,0.2121320343559642,AF
400,400,-100.0,-100.0,-100.0,-100.0,-100.0,AF
401,401,-100.0,-100.0,-100.0,-100.0,-100.0,AF
402,402,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
403,403,0.6,0.6,0.6,0.6,0.0,AF
404,404,0.6,0.8,0.7,0.7,0.1414213562373095,AF
405,405,-100.0,-100.0,-100.0,-100.0,-100.0,AF
406,406,-100.0,-100.0,-100.0,-100.0,-100.0,AF
407,407,0.6,0.8,0.7,0.7,0.1414213562373095,AF
408,408,0.7,0.7,0.7,0.7,0.0,AF
409,409,-100.0,-100.0,-100.0,-100.0,-100.0,AF
410,410,0.7,0.8,0.75,0.75,0.0707106781186548,AF
411,411,-100.0,-100.0,-100.0,-100.0,-100.0,AF
412,412,-100.0,-100.0,-100.0,-100.0,-100.0,AF
413,413,-100.0,-100.0,-100.0,-100.0,-100.0,AF
414,414,-100.0,-100.0,-100.0,-100.0,-100.0,AF
415,415,-100.0,-100.0,-100.0,-100.0,-100.0,AF
416,416,-100.0,-100.0,-100.0,-100.0,-100.0,AF
417,417,-100.0,-100.0,-100.0,-100.0,-100.0,AF
418,418,-100.0,-100.0,-100.0,-100.0,-100.0,AF
419,419,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
420,420,0.8,1.0,0.9,0.9,0.1414213562373094,AF
421,421,-100.0,-100.0,-100.0,-100.0,-100.0,AF
422,422,-100.0,-100.0,-100.0,-100.0,-100.0,AF
423,423,0.9,1.0,0.95,0.95,0.0707106781186547,AF
