,Unnamed: 0,min,max,mean,med,std,label
181,181,-100.0,-100.0,-100.0,-100.0,-100.0,AF
182,182,0.7,0.7,0.7,0.7,0.0,AF
183,183,-100.0,-100.0,-100.0,-100.0,-100.0,AF
184,184,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
185,185,-100.0,-100.0,-100.0,-100.0,-100.0,AF
186,186,-100.0,-100.0,-100.0,-100.0,-100.0,AF
187,187,-100.0,-100.0,-100.0,-100.0,-100.0,AF
188,188,-100.0,-100.0,-100.0,-100.0,-100.0,AF
189,189,0.7,0.7,0.7,0.7,0.0,AF
190,190,0.7,0.9,0.8,0.8,0.1414213562373095,AF
191,191,-100.0,-100.0,-100.0,-100.0,-100.0,AF
192,192,0.8,0.8,0.8,0.8,0.0,AF
193,193,0.6,0.8,0.7,0.7,0.1414213562373095,AF
194,194,-100.0,-100.0,-100.0,-100.0,-100.0,AF
195,195,-100.0,-100.0,-100.0,-100.0,-100.0,AF
196,196,-100.0,-100.0,-100.0,-100.0,-100.0,AF
197,197,-100.0,-100.0,-100.0,-100.0,-100.0,AF
198,198,-100.0,-100.0,-100.0,-100.0,-100.0,AF
199,199,0.918,0.931,0.9245,0.9245,0.0091923881554251,AF
200,200,-100.0,-100.0,-100.0,-100.0,-100.0,AF
201,201,-100.0,-100.0,-100.0,-100.0,-100.0,AF
202,202,0.6,1.0,0.8,0.8,0.282842712474619,AF
203,203,-100.0,-100.0,-100.0,-100.0,-100.0,AF
204,204,-100.0,-100.0,-100.0,-100.0,-100.0,AF
205,205,-100.0,-100.0,-100.0,-100.0,-100.0,AF
206,206,0.7,0.7,0.7,0.7,0.0,AF
207,207,-100.0,-100.0,-100.0,-100.0,-100.0,AF
208,208,-100.0,-100.0,-100.0,-100.0,-100.0,AF
209,209,-100.0,-100.0,-100.0,-100.0,-100.0,AF
210,210,-100.0,-100.0,-100.0,-100.0,-100.0,AF
211,211,-100.0,-100.0,-100.0,-100.0,-100.0,AF
212,212,-100.0,-100.0,-100.0,-100.0,-100.0,AF
213,213,0.6,0.8,0.7,0.7,0.1414213562373095,AF
214,214,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
215,215,0.8,0.8,0.8,0.8,0.0,AF
216,216,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
217,217,-100.0,-100.0,-100.0,-100.0,-100.0,AF
218,218,0.7,1.0,0.85,0.85,0.2121320343559642,AF
219,219,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
220,220,-100.0,-100.0,-100.0,-100.0,-100.0,AF
221,221,0.7,1.0,0.85,0.85,0.2121320343559642,AF
222,222,0.7,0.8,0.75,0.75,0.0707106781186548,AF
223,223,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
224,224,0.7,0.7,0.7,0.7,0.0,AF
225,225,-100.0,-100.0,-100.0,-100.0,-100.0,AF
226,226,-100.0,-100.0,-100.0,-100.0,-100.0,AF
227,227,0.7,0.7,0.7,0.7,0.0,AF
228,228,-100.0,-100.0,-100.0,-100.0,-100.0,AF
229,229,0.6,0.8,0.7,0.7,0.1414213562373095,AF
230,230,-100.0,-100.0,-100.0,-100.0,-100.0,AF
231,231,-100.0,-100.0,-100.0,-100.0,-100.0,AF
232,232,-100.0,-100.0,-100.0,-100.0,-100.0,AF
233,233,-100.0,-100.0,-100.0,-100.0,-100.0,AF
234,234,-100.0,-100.0,-100.0,-100.0,-100.0,AF
235,235,0.8,0.8,0.8,0.8,0.0,AF
236,236,-100.0,-100.0,-100.0,-100.0,-100.0,AF
237,237,0.7,0.8,0.75,0.75,0.0707106781186548,AF
238,238,-100.0,-100.0,-100.0,-100.0,-100.0,AF
239,239,-100.0,-100.0,-100.0,-100.0,-100.0,AF
240,240,-100.0,-100.0,-100.0,-100.0,-100.0,AF
241,241,-100.0,-100.0,-100.0,-100.0,-100.0,AF
