,Unnamed: 0,Unnamed: 0.1,min,max,mean,med,std,label,Unnamed: 0,Unnamed: 0.1,se,label
720,720.0,720.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,720,720,-5.815738264835238,AF
721,721.0,721.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,721,721,-6.02816742572223,AF
722,722.0,722.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,722,722,-6.475260650253046,AF
723,723.0,723.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF,723,723,-7.19012040804043,AF
724,724.0,724.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,724,724,-5.739932016884306,AF
725,725.0,725.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,725,725,-6.040139070352189,AF
726,726.0,726.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF,726,726,-6.664698460215268,AF
727,727.0,727.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,727,727,-7.493221274602288,AF
728,728.0,728.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,728,728,-6.465879457288859,AF
729,729.0,729.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,729,729,-6.285641854500217,AF
730,730.0,730.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,730,730,-6.175429711161029,AF
731,731.0,731.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF,731,731,-6.4477270795812585,AF
732,732.0,732.0,0.6,0.6,0.6,0.6,0.0,AF,732,732,-6.670598908672692,AF
733,733.0,733.0,0.8,0.8,0.8,0.8,0.0,AF,733,733,-7.939428971325827,AF
734,734.0,734.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,734,734,-6.873219686394346,AF
735,735.0,735.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,735,735,-5.772496860754281,AF
736,736.0,736.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF,736,736,-7.659180369908848,AF
737,737.0,737.0,0.8,1.0,0.9,0.9,0.1414213562373094,AF,737,737,-6.007374524883767,AF
738,738.0,738.0,0.7,1.0,0.85,0.85,0.2121320343559642,AF,738,738,-5.4528583497502,AF
739,739.0,739.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,739,739,-6.352614016551785,AF
740,740.0,740.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF,740,740,-5.923108851894229,AF
741,741.0,741.0,0.946,0.954,0.95,0.95,0.0056568542494923,AF,741,741,-6.182701146257627,AF
742,742.0,742.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,742,742,-6.169281371293095,AF
743,743.0,743.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,743,743,-6.590324676289583,AF
744,744.0,744.0,0.7,0.9,0.8,0.8,0.1414213562373095,AF,744,744,-6.943310812797071,AF
745,745.0,745.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,745,745,-6.557168489053444,AF
746,746.0,746.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,746,746,-6.391276626267509,AF
747,747.0,747.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF,747,747,-6.930335153790063,AF
748,748.0,748.0,0.8,1.0,0.9,0.9,0.1414213562373094,AF,748,748,-6.452630041893174,AF
749,749.0,749.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,749,749,-8.17025338052371,AF
750,750.0,750.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,750,750,,AF
751,751.0,751.0,0.7,0.7,0.7,0.7,0.0,AF,751,751,-6.262806060146537,AF
752,752.0,752.0,0.899,0.919,0.909,0.909,0.0141421356237309,AF,752,752,-8.02510924310841,AF
753,753.0,753.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,753,753,-6.553580138246139,AF
754,754.0,754.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF,754,754,-6.032709200488288,AF
755,755.0,755.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF,755,755,-5.64875377549062,AF
756,756.0,756.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,756,756,,AF
757,757.0,757.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,757,757,-6.109573364276234,AF
758,758.0,758.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,758,758,-6.109263130894249,AF
759,759.0,759.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF,759,759,-7.547154698135311,AF
