,Unnamed: 0,Unnamed: 0.1,min,max,mean,med,std,label,Unnamed: 0,Unnamed: 0.1,se,label
899,0.0,0.0,0.7,1.3,1.0444444444444445,1.1,0.1810463415200036,PVC,899,899,-6.977990201699488,AF
900,1.0,1.0,0.072,0.236,0.154,0.154,0.1159655121145937,PVC,0,0,-12.390352911829597,PVC
901,2.0,2.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,1,1,-12.385824493491716,PVC
902,3.0,3.0,0.188,0.532,0.36,0.36,0.2432447327281723,PVC,2,2,-12.273127788898018,PVC
903,4.0,4.0,0.156,0.424,0.2826666666666667,0.268,0.1346006438815704,PVC,3,3,-12.38442747626707,PVC
904,5.0,5.0,0.776,0.8,0.788,0.788,0.0103279555898864,PVC,4,4,-12.317186337973936,PVC
905,6.0,6.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,5,5,-12.32000064190785,PVC
906,7.0,7.0,0.072,0.432,0.2853333333333333,0.352,0.1890326250501043,PVC,6,6,-12.308376297154435,PVC
907,8.0,8.0,0.072,0.224,0.1169999999999999,0.086,0.0721017799133049,PVC,7,7,-12.390896174810146,PVC
908,9.0,9.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,8,8,-12.305636631203752,PVC
909,10.0,10.0,0.776,0.784,0.782,0.784,0.004,PVC,9,9,-12.377221347457386,PVC
910,11.0,11.0,0.776,0.792,0.784,0.784,0.0065319726474218,PVC,10,10,-12.328582087303438,PVC
911,12.0,12.0,0.6,1.3,0.95,0.95,0.2173067468400883,PVC,11,11,-12.342654483248614,PVC
912,13.0,13.0,0.152,0.28,0.216,0.216,0.0905096679918781,PVC,12,12,-12.380158654044608,PVC
913,14.0,14.0,0.24,0.792,0.68,0.792,0.2459918697843487,PVC,13,13,-12.388925154628293,PVC
914,15.0,15.0,0.2,0.528,0.364,0.364,0.2319310242291876,PVC,14,14,-12.195107367671111,PVC
915,16.0,16.0,0.6,1.2,0.7999999999999999,0.7,0.2280350850198275,PVC,15,15,-12.315786164608864,PVC
916,17.0,17.0,0.6,1.5,0.9555555555555556,0.9,0.2403700850309326,PVC,16,16,-12.331856934283524,PVC
917,18.0,18.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,17,17,-12.31036826189102,PVC
918,19.0,19.0,0.096,0.228,0.1426666666666666,0.104,0.0740090084606822,PVC,18,18,-12.394342186683064,PVC
919,20.0,20.0,0.7,1.7,1.0666666666666669,0.9,0.3201562118716424,PVC,19,19,-12.241770008609418,PVC
920,21.0,21.0,0.264,0.524,0.394,0.394,0.1838477631085023,PVC,20,20,-12.324028237888536,PVC
