,Unnamed: 0,Unnamed: 0.1,min,max,mean,med,std,label,Unnamed: 0,Unnamed: 0.1,se,label
360,360.0,360.0,0.7,1.0,0.85,0.85,0.2121320343559642,AF,360,360,-7.016141828782938,AF
361,361.0,361.0,0.8,0.8,0.8,0.8,0.0,AF,361,361,-6.962023642888995,AF
362,362.0,362.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,362,362,-7.462861872964833,AF
363,363.0,363.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,363,363,-5.516224871342132,AF
364,364.0,364.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,364,364,-8.171844741435521,AF
365,365.0,365.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,365,365,-7.710746086256649,AF
366,366.0,366.0,0.7,0.7,0.7,0.7,0.0,AF,366,366,-7.363119681549065,AF
367,367.0,367.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF,367,367,-6.9911951995419575,AF
368,368.0,368.0,0.6,1.0,0.8,0.8,0.282842712474619,AF,368,368,-7.730007776189708,AF
369,369.0,369.0,0.7,1.1,0.9,0.9,0.2828427124746191,AF,369,369,-6.814724941726198,AF
370,370.0,370.0,0.7,0.9,0.8,0.8,0.1414213562373095,AF,370,370,-7.504412414905872,AF
371,371.0,371.0,0.7,0.7,0.7,0.7,0.0,AF,371,371,-7.735664735882282,AF
372,372.0,372.0,0.7,0.9,0.8,0.8,0.1414213562373095,AF,372,372,-7.478922924955668,AF
373,373.0,373.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,373,373,-6.586535954131275,AF
374,374.0,374.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,374,374,-6.024199710314961,AF
375,375.0,375.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,375,375,-6.678641630575888,AF
376,376.0,376.0,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF,376,376,-7.361414089311863,AF
377,377.0,377.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,377,377,-6.706455022711182,AF
378,378.0,378.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF,378,378,-7.295800023899765,AF
379,379.0,379.0,0.7,0.9,0.8,0.8,0.1414213562373095,AF,379,379,-7.396347658528014,AF
380,380.0,380.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,380,380,-6.600668254739662,AF
381,381.0,381.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,381,381,-7.176510539568591,AF
382,382.0,382.0,0.8,0.8,0.8,0.8,0.0,AF,382,382,-6.64764103782151,AF
383,383.0,383.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,383,383,-6.659316291088508,AF
384,384.0,384.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,384,384,-7.060029952376242,AF
385,385.0,385.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,385,385,-6.889172040690695,AF
386,386.0,386.0,0.6,1.0,0.8,0.8,0.282842712474619,AF,386,386,-7.421197749730086,AF
387,387.0,387.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,387,387,-7.377577623372887,AF
388,388.0,388.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,388,388,-7.541441243667353,AF
389,389.0,389.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,389,389,-7.298846511944358,AF
390,390.0,390.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF,390,390,-5.563675173330183,AF
391,391.0,391.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,391,391,-7.503178013085899,AF
392,392.0,392.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,392,392,-7.387354598495022,AF
393,393.0,393.0,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF,393,393,-7.701303056566078,AF
