,Unnamed: 0,min,max,mean,med,std,label,Unnamed: 0,se,label
0,0.0,0.44799999999999995,0.8240000000000001,0.6226666666666667,0.5760000000000001,0.15507761497607145,PVC,0,-12.390352911829595,PVC
1,1.0,0.536,0.792,0.7344,0.784,0.11105314043285763,PVC,1,-12.385824493491715,PVC
2,2.0,0.5760000000000001,0.792,0.7440000000000001,0.784,0.09397872099576587,PVC,2,-12.273127788898018,PVC
3,3.0,0.7759999999999999,0.792,0.784,0.784,0.0065319726474218145,PVC,3,-12.38442747626707,PVC
4,4.0,0.36,0.792,0.6224,0.696,0.1932790728454584,PVC,4,-12.317186337973936,PVC
5,5.0,0.24,0.784,0.648,0.772,0.2221639034586852,PVC,5,-12.32000064190785,PVC
6,6.0,0.7759999999999999,0.784,0.782,0.784,0.0040000000000000036,PVC,6,-12.308376297154435,PVC
7,7.0,0.784,0.784,0.784,0.784,0.0,PVC,7,-12.390896174810145,PVC
8,8.0,0.7759999999999999,0.8,0.7879999999999999,0.7879999999999999,0.010327955589886455,PVC,8,-12.305636631203752,PVC
9,9.0,0.24,20.368,3.9160000000000004,0.772,8.062640758461214,PVC,9,-12.377221347457384,PVC
10,10.0,0.768,0.784,0.7759999999999999,0.7759999999999999,0.0065319726474218145,PVC,10,-12.328582087303438,PVC
11,11.0,0.56,10.328,2.6304,0.792,4.304347197891917,PVC,11,-12.342654483248616,PVC
