,Unnamed: 0,min,max,mean,med,std,label,Unnamed: 0,se,label
0,0.0,0.08,0.24,0.1744,0.17600000000000002,0.06606663303060026,PVC,13,-12.388925154628293,PVC
1,1.0,0.14,0.41600000000000004,0.31733333333333336,0.396,0.1539004006925691,PVC,14,-12.195107367671113,PVC
2,2.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,15,-12.315786164608864,PVC
3,3.0,0.07200000000000001,0.204,0.13799999999999998,0.13799999999999998,0.09333809511662428,PVC,16,-12.331856934283525,PVC
4,4.0,0.064,0.256,0.162,0.16399999999999998,0.07848566748139434,PVC,17,-12.31036826189102,PVC
5,5.0,0.07200000000000001,0.284,0.1973333333333333,0.23600000000000002,0.1111635431845051,PVC,18,-12.394342186683064,PVC
6,6.0,0.06,0.48,0.201,0.132,0.198,PVC,19,-12.24177000860942,PVC
7,7.0,0.14400000000000002,0.44799999999999995,0.29600000000000004,0.29600000000000004,0.21496046148071046,PVC,20,-12.324028237888534,PVC
8,8.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,21,-12.385670009892236,PVC
9,9.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,22,-11.440930047679426,PVC
10,10.0,0.096,0.344,0.2053333333333333,0.17600000000000002,0.1265754057205954,PVC,23,-10.201102884310664,PVC
11,11.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,24,-9.509165055138297,PVC
12,12.0,0.22,0.43200000000000005,0.326,0.326,0.14990663761154807,PVC,25,-10.44179739560932,PVC
13,13.0,0.064,0.23199999999999998,0.1352,0.14400000000000002,0.0695356023918683,PVC,26,-9.37944996309072,PVC
14,14.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,27,-9.541417066562515,PVC
15,15.0,0.188,0.332,0.2426666666666667,0.20800000000000002,0.07800854654032041,PVC,28,-10.077396261793943,PVC
16,16.0,0.26,0.444,0.35200000000000004,0.35200000000000004,0.13010764773832473,PVC,29,-9.441086720323842,PVC
17,17.0,0.10400000000000001,0.23199999999999998,0.168,0.168,0.0905096679918781,PVC,30,-9.89200905739001,PVC
18,18.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,31,-9.926574368814117,PVC
19,19.0,0.08800000000000001,0.21600000000000003,0.162,0.172,0.06445670381478304,PVC,32,-8.413809346568518,PVC
20,20.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,33,-9.521558658113092,PVC
21,21.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,34,-9.673175964118444,PVC
22,22.0,0.43200000000000005,0.48,0.456,0.456,0.03394112549695427,PVC,35,-7.892301328100702,PVC
23,23.0,0.2,0.228,0.214,0.214,0.019798989873223326,PVC,36,-9.809910828246498,PVC
24,24.0,0.06,0.444,0.248,0.24,0.19212495933636525,PVC,37,-8.734679994462342,PVC
25,25.0,0.11599999999999999,0.22,0.168,0.168,0.07353910524340095,PVC,38,-10.543311060479727,PVC
26,26.0,0.064,0.204,0.14800000000000002,0.17600000000000002,0.07408103670980852,PVC,39,-9.502690028989218,PVC
27,27.0,0.152,0.332,0.242,0.242,0.12727922061357858,PVC,40,-9.436489443056953,PVC
28,28.0,0.152,0.28800000000000003,0.22133333333333333,0.22399999999999998,0.06803920438492306,PVC,41,-9.508922595431553,PVC
29,29.0,0.252,0.524,0.38799999999999996,0.38799999999999996,0.1923330444827409,PVC,42,-9.366009811476124,PVC
30,30.0,0.196,0.29600000000000004,0.24600000000000002,0.24600000000000002,0.07071067811865474,PVC,43,-10.635736126313569,PVC
31,31.0,0.20800000000000002,0.336,0.264,0.248,0.06548282217497961,PVC,44,-9.768910957847279,PVC
32,32.0,0.264,0.304,0.28400000000000003,0.28400000000000003,0.028284271247461888,PVC,45,-8.909048545091416,PVC
33,33.0,0.228,0.48,0.354,0.354,0.17819090885900996,PVC,46,-9.064342633289924,PVC
34,34.0,0.24,0.32799999999999996,0.28400000000000003,0.28400000000000003,0.0622253967444162,PVC,47,-8.95563881990297,PVC
