,Unnamed: 0,min,max,mean,med,std,label,Unnamed: 0,se,label
0,0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,559.0,-7.560645205062528,AF
1,1,0.7,0.8,0.75,0.75,0.07071067811865482,AF,560.0,-7.4083803084817195,AF
2,2,-100.0,-100.0,-100.0,-100.0,-100.0,AF,561.0,-7.847651330959197,AF
3,3,-100.0,-100.0,-100.0,-100.0,-100.0,AF,562.0,-7.825366361770491,AF
4,4,0.6,0.8,0.7,0.7,0.14142135623730953,AF,563.0,-7.587023976273812,AF
5,5,0.7,0.8,0.75,0.75,0.07071067811865482,AF,564.0,-7.917683247043067,AF
6,6,-100.0,-100.0,-100.0,-100.0,-100.0,AF,565.0,-7.968178394200352,AF
7,7,-100.0,-100.0,-100.0,-100.0,-100.0,AF,566.0,-7.636051697391728,AF
8,8,-100.0,-100.0,-100.0,-100.0,-100.0,AF,567.0,-7.702495965699208,AF
9,9,-100.0,-100.0,-100.0,-100.0,-100.0,AF,568.0,-8.071248862698502,AF
10,10,-100.0,-100.0,-100.0,-100.0,-100.0,AF,569.0,-7.901012536642875,AF
11,11,-100.0,-100.0,-100.0,-100.0,-100.0,AF,570.0,-7.9172786517501565,AF
12,12,-100.0,-100.0,-100.0,-100.0,-100.0,AF,571.0,-7.690352645542424,AF
13,13,-100.0,-100.0,-100.0,-100.0,-100.0,AF,572.0,-8.004007462670534,AF
14,14,0.7,0.7,0.7,0.7,0.0,AF,573.0,-7.435556761974207,AF
15,15,-100.0,-100.0,-100.0,-100.0,-100.0,AF,574.0,-7.3459709953636905,AF
16,16,0.8,0.8,0.8,0.8,0.0,AF,575.0,-7.718772446285987,AF
17,17,-100.0,-100.0,-100.0,-100.0,-100.0,AF,576.0,-7.484461471804424,AF
18,18,-100.0,-100.0,-100.0,-100.0,-100.0,AF,577.0,-7.751454737946641,AF
19,19,-100.0,-100.0,-100.0,-100.0,-100.0,AF,578.0,-7.650090998009218,AF
20,20,0.6,0.8,0.7,0.7,0.14142135623730953,AF,579.0,-7.949075552580638,AF
21,21,0.8,0.9,0.8500000000000001,0.8500000000000001,0.07071067811865474,AF,580.0,-7.7428474108570455,AF
22,22,0.7,0.7,0.7,0.7,0.0,AF,581.0,-7.5407773039036945,AF
23,23,-100.0,-100.0,-100.0,-100.0,-100.0,AF,582.0,-7.8848920823312545,AF
24,24,-100.0,-100.0,-100.0,-100.0,-100.0,AF,583.0,-7.567881715986306,AF
25,25,-100.0,-100.0,-100.0,-100.0,-100.0,AF,584.0,-7.709167982711853,AF
26,26,-100.0,-100.0,-100.0,-100.0,-100.0,AF,585.0,-7.693500597041327,AF
27,27,0.6,0.7,0.6499999999999999,0.6499999999999999,0.07071067811865474,AF,586.0,-7.8036569544223395,AF
28,28,-100.0,-100.0,-100.0,-100.0,-100.0,AF,587.0,-7.769089996704513,AF
29,29,-100.0,-100.0,-100.0,-100.0,-100.0,AF,588.0,-7.6484799245024835,AF
30,30,0.7,0.8,0.75,0.75,0.07071067811865482,AF,589.0,-7.5499609100835015,AF
31,31,-100.0,-100.0,-100.0,-100.0,-100.0,AF,590.0,-7.6181657544578485,AF
32,32,-100.0,-100.0,-100.0,-100.0,-100.0,AF,591.0,-7.950420573247906,AF
33,33,-100.0,-100.0,-100.0,-100.0,-100.0,AF,592.0,-7.649554992246197,AF
34,34,-100.0,-100.0,-100.0,-100.0,-100.0,AF,593.0,-7.550409194579222,AF
35,35,0.6,1.1,0.8500000000000001,0.8500000000000001,0.35355339059327384,AF,594.0,-7.641968611101137,AF
36,36,-100.0,-100.0,-100.0,-100.0,-100.0,AF,595.0,-7.446850040825888,AF
37,37,-100.0,-100.0,-100.0,-100.0,-100.0,AF,596.0,-7.976428420433673,AF
38,38,-100.0,-100.0,-100.0,-100.0,-100.0,AF,597.0,-7.878084671121394,AF
39,39,-100.0,-100.0,-100.0,-100.0,-100.0,AF,598.0,-7.426241681255732,AF
40,40,0.6,0.8,0.7,0.7,0.14142135623730953,AF,599.0,-7.654733531858419,AF
41,41,0.8,0.8,0.8,0.8,0.0,AF,600.0,-7.922939065259945,AF
42,42,-100.0,-100.0,-100.0,-100.0,-100.0,AF,601.0,-8.089061398003103,AF
43,43,-100.0,-100.0,-100.0,-100.0,-100.0,AF,602.0,-7.607819281943632,AF
44,44,-100.0,-100.0,-100.0,-100.0,-100.0,AF,603.0,-8.051694184823276,AF
45,45,-100.0,-100.0,-100.0,-100.0,-100.0,AF,604.0,-7.4920264138347985,AF
46,46,0.8,0.8,0.8,0.8,0.0,AF,605.0,-7.758757013732174,AF
47,47,-100.0,-100.0,-100.0,-100.0,-100.0,AF,606.0,-7.841351991611036,AF
48,48,0.8,0.9,0.8500000000000001,0.8500000000000001,0.07071067811865474,AF,607.0,-7.695227836887667,AF
49,49,0.6,1.0,0.8,0.8,0.28284271247461895,AF,608.0,-7.634793298780947,AF
50,50,-100.0,-100.0,-100.0,-100.0,-100.0,AF,609.0,-7.555572820011424,AF
51,51,-100.0,-100.0,-100.0,-100.0,-100.0,AF,610.0,-7.998477270924793,AF
52,52,-100.0,-100.0,-100.0,-100.0,-100.0,AF,611.0,-7.653842930663428,AF
53,53,-100.0,-100.0,-100.0,-100.0,-100.0,AF,612.0,-7.522523729146668,AF
54,54,0.6,0.9,0.75,0.75,0.21213203435596428,AF,613.0,-7.704645784681428,AF
55,55,0.7,1.0,0.85,0.85,0.21213203435596428,AF,614.0,-7.312765941959598,AF
56,56,-100.0,-100.0,-100.0,-100.0,-100.0,AF,615.0,-7.7308592897436705,AF
57,57,-100.0,-100.0,-100.0,-100.0,-100.0,AF,616.0,-7.399369445197762,AF
58,58,-100.0,-100.0,-100.0,-100.0,-100.0,AF,617.0,-7.240967075333892,AF
59,59,0.8,1.0,0.9,0.9,0.14142135623730948,AF,618.0,-8.063904740760622,AF
60,60,0.7,0.9,0.8,0.8,0.14142135623730953,AF,619.0,-7.935114944421557,AF
61,61,-100.0,-100.0,-100.0,-100.0,-100.0,AF,620.0,-7.4560923140703785,AF
62,62,0.8,0.9,0.8500000000000001,0.8500000000000001,0.07071067811865474,AF,621.0,-7.86031363061546,AF
63,63,0.9,1.0,0.95,0.95,0.07071067811865474,AF,622.0,-7.780049127234753,AF
64,64,0.7,0.7,0.7,0.7,0.0,AF,623.0,-7.34258059578286,AF
65,65,0.7,1.1,0.9,0.9,0.2828427124746191,AF,624.0,-7.7759009755762705,AF
