,Unnamed: 0,min,max,mean,med,std,label,Unnamed: 0,se,label
0,0.0,0.7,1.5,0.97,0.95,0.2359378449224852,PVC,85,-9.944989856834074,PVC
1,1.0,0.6,1.2,0.9,0.9,0.1632993161855452,PVC,86,-9.28501984532958,PVC
2,2.0,0.8,1.5,1.125,1.05,0.2492846909516449,PVC,87,-8.600947618730954,PVC
3,3.0,0.8,1.4,1.125,1.1,0.18322507626258086,PVC,88,-9.663293227842736,PVC
4,4.0,0.6,1.1,0.8818181818181818,0.9,0.17215215257545766,PVC,89,-8.802281098942895,PVC
5,5.0,0.6,1.0,0.8454545454545455,0.9,0.1507556722888818,PVC,90,-9.34181616964732,PVC
6,6.0,0.9,1.6,1.0444444444444445,1.0,0.21858128414340008,PVC,91,-8.940759276157696,PVC
7,7.0,0.8,1.2,0.9666666666666668,0.9,0.1224744871391589,PVC,92,-9.680855450409457,PVC
8,8.0,0.7,1.4,0.9666666666666668,0.9,0.21213203435596426,PVC,93,-9.518273979456543,PVC
9,9.0,0.6,1.4,1.0111111111111108,0.9,0.2803767306876787,PVC,94,-8.301247319265986,PVC
10,10.0,0.6,1.2,0.94,1.0,0.2065591117977289,PVC,95,-10.642016357024907,PVC
11,11.0,0.6,1.2,0.91,0.9,0.19119507199599986,PVC,96,-10.751827703537133,PVC
12,12.0,0.6,1.6,1.0333333333333334,1.0,0.3354101966249685,PVC,97,-10.60320714721481,PVC
13,13.0,0.6,1.4,0.93,0.95,0.2359378449224852,PVC,98,-10.536352632526668,PVC
14,14.0,0.6,1.5,1.1625,1.2,0.2924648941081891,PVC,99,-10.391776012931633,PVC
15,15.0,0.7,1.5,0.9888888888888888,0.9,0.26193722742502856,PVC,100,-10.585733880682858,PVC
16,16.0,0.7,1.4,0.9555555555555556,0.9,0.21278575558006171,PVC,101,-10.522676332515458,PVC
17,17.0,0.7,1.6,1.022222222222222,0.9,0.27738861628488737,PVC,102,,PVC
18,18.0,0.8,1.3,1.022222222222222,1.0,0.17159383568311667,PVC,103,-10.601371998106591,PVC
19,19.0,-3599.1,1.4,-398.9333333333333,1.1,1200.0625160798916,PVC,104,-10.43887834577161,PVC
20,20.0,0.6,1.3,0.94,0.95,0.2503331114069145,PVC,105,-10.384248324211988,PVC
21,21.0,0.9,1.1,1.0111111111111108,1.0,0.07817359599705719,PVC,106,-10.711460900205152,PVC
22,22.0,0.7,1.4,0.95,0.8500000000000001,0.2460803843372233,PVC,107,-10.532774812849231,PVC
23,23.0,0.8,1.4,1.0333333333333334,1.0,0.18708286933869706,PVC,108,-10.726466993100637,PVC
24,24.0,0.6,1.1,0.8272727272727273,0.8,0.17939291563999452,PVC,109,-10.565377444368847,PVC
25,25.0,0.9,1.6,1.125,1.05,0.26049403612586386,PVC,110,-10.697804179173207,PVC
26,26.0,0.7,1.4,1.125,1.1,0.21876275473019366,PVC,111,-10.53549020962332,PVC
27,27.0,0.6,1.6,0.9777777777777776,1.0,0.3632415786283895,PVC,112,-10.415276900591913,PVC
28,28.0,0.7,1.5,1.1,1.1,0.2878491668515697,PVC,113,-10.719960344197016,PVC
29,29.0,0.7,1.5,1.0,1.0,0.25,PVC,114,-10.56352737460834,PVC
30,30.0,0.6,1.6,0.89,0.8500000000000001,0.3178049716414141,PVC,115,-10.663409803272073,PVC
31,31.0,0.7,1.3,0.93,0.9,0.2359378449224852,PVC,116,,PVC
32,32.0,0.7,1.3,0.85,0.8,0.2013840995599096,PVC,117,-10.406927004881926,PVC
33,33.0,0.6,1.5,0.98,1.0,0.3293090409394258,PVC,118,-10.573311271119477,PVC
34,34.0,0.9,1.5,1.1875,1.2,0.2356601669474803,PVC,119,-10.758164593125171,PVC
35,,,,,,,,120,-10.52789823986016,PVC
36,,,,,,,,121,-10.654104842472648,PVC
37,,,,,,,,122,,PVC
38,,,,,,,,123,-10.370287409994324,PVC
39,,,,,,,,124,-10.64889505998693,PVC
40,,,,,,,,125,-9.941789283187356,PVC
41,,,,,,,,126,-10.562599351007952,PVC
42,,,,,,,,127,-10.758011084522554,PVC
43,,,,,,,,128,-10.630205035388066,PVC
44,,,,,,,,129,-10.431753640345214,PVC
