,Unnamed: 0,min,max,mean,med,std,label,Unnamed: 0,se,label
0,0.0,0.184,0.284,0.24,0.252,0.05106858133921481,PVC,49,-9.473809928363037,PVC
1,1.0,0.132,0.228,0.17800000000000002,0.17600000000000002,0.03925981830489455,PVC,50,-9.824663869045807,PVC
2,2.0,0.12,0.26,0.18933333333333333,0.188,0.07000952316173377,PVC,51,-7.888371944588063,PVC
3,3.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,52,-9.22759257660761,PVC
4,4.0,0.068,0.204,0.14400000000000002,0.152,0.06075085733277075,PVC,53,-10.510500864339132,PVC
5,5.0,0.06,0.532,0.29600000000000004,0.29600000000000004,0.3337544007200505,PVC,54,-9.47702126291106,PVC
6,6.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,55,-10.017986857878302,PVC
7,7.0,0.18,0.29600000000000004,0.22266666666666665,0.192,0.06379132647416365,PVC,56,-9.758447589273713,PVC
8,8.0,0.184,0.256,0.21600000000000003,0.20800000000000002,0.03666060555964672,PVC,57,-9.190161248830233,PVC
9,9.0,0.21600000000000003,0.42,0.318,0.318,0.14424978336205568,PVC,58,-8.391862624026977,PVC
10,10.0,0.172,0.332,0.252,0.252,0.11313708498984765,PVC,59,-9.551808004627294,PVC
11,11.0,0.092,0.44,0.21466666666666667,0.11199999999999999,0.1954004435341264,PVC,60,-9.798362691092313,PVC
12,12.0,0.156,0.47600000000000003,0.3,0.268,0.1623822650414755,PVC,61,-9.024161146789224,PVC
13,13.0,0.23600000000000002,0.268,0.252,0.252,0.02262741699796954,PVC,62,-8.800950569712086,PVC
14,14.0,0.064,0.156,0.115,0.12,0.04611579628139003,PVC,63,-8.73565974491319,PVC
15,15.0,0.21600000000000003,0.332,0.272,0.268,0.05810335618533581,PVC,64,-8.86429186694227,PVC
16,16.0,0.18,0.47200000000000003,0.304,0.26,0.15089068891088012,PVC,65,-8.731263790640769,PVC
17,17.0,0.152,0.276,0.214,0.214,0.08768124086713193,PVC,66,-9.172793537019857,PVC
18,18.0,0.2,0.23199999999999998,0.21600000000000005,0.21600000000000005,0.02262741699796952,PVC,67,-9.015987096008136,PVC
19,19.0,0.2,0.49200000000000005,0.34600000000000003,0.34600000000000003,0.20647518010647184,PVC,68,-9.17306662420146,PVC
20,20.0,0.212,0.46799999999999997,0.34,0.34,0.1810193359837562,PVC,69,-9.260998912550287,PVC
21,21.0,0.08800000000000001,0.23600000000000002,0.16199999999999998,0.16199999999999998,0.10465180361560902,PVC,70,-10.355983168377264,PVC
22,22.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,71,-9.257711237793783,PVC
23,23.0,0.096,0.16399999999999998,0.12133333333333332,0.10400000000000001,0.03716629297271029,PVC,72,-9.359731252669944,PVC
24,24.0,0.07200000000000001,0.196,0.14533333333333334,0.168,0.06503332479070506,PVC,73,-9.563035604084206,PVC
25,25.0,0.17600000000000002,0.408,0.292,0.292,0.164048773235279,PVC,74,-10.124483942436273,PVC
26,26.0,0.07200000000000001,0.428,0.23600000000000002,0.20800000000000002,0.17964409258308495,PVC,75,-8.154771580160393,PVC
27,27.0,0.07200000000000001,0.26,0.126,0.086,0.08994813320278898,PVC,76,-10.090594603473448,PVC
28,28.0,0.076,0.408,0.2386666666666667,0.23199999999999998,0.16610037126187688,PVC,77,-8.715132481296774,PVC
29,29.0,0.18,0.496,0.338,0.338,0.22344574285494906,PVC,78,-9.500796413354447,PVC
30,30.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,79,-9.61505366080384,PVC
31,31.0,0.06,0.276,0.177,0.18600000000000003,0.08952467071520938,PVC,80,-8.993255947446137,PVC
32,32.0,0.08800000000000001,0.248,0.154,0.14,0.07008566187174092,PVC,81,-10.305299944350516,PVC
33,33.0,0.076,0.21600000000000003,0.13133333333333333,0.126,0.05809876648145524,PVC,82,-9.466697536001133,PVC
34,34.0,0.10400000000000001,0.20800000000000002,0.1584,0.168,0.039759275647325364,PVC,83,-9.181058709495773,PVC
35,,,,,,,,84,-8.259989907558793,PVC
