,Unnamed: 0,min,max,mean,med,std,label,Unnamed: 0,se,label
0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,718,-8.323381832976281,AF
1,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,719,-8.01493695535658,AF
2,2.0,0.7,0.7,0.7,0.7,0.0,AF,720,-5.815738264835237,AF
3,3.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.07071067811865474,AF,721,-6.028167425722231,AF
4,4.0,0.7,0.7,0.7,0.7,0.0,AF,722,-6.475260650253046,AF
5,5.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,723,-7.190120408040429,AF
6,6.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,724,-5.739932016884307,AF
7,7.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,725,-6.040139070352188,AF
8,8.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,726,-6.664698460215268,AF
9,9.0,0.7,1.2,0.95,0.95,0.3535533905932738,AF,727,-7.493221274602287,AF
10,10.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,728,-6.4658794572888585,AF
11,11.0,0.6,0.8,0.7,0.7,0.14142135623730953,AF,729,-6.285641854500217,AF
12,12.0,0.6,0.8,0.7,0.7,0.14142135623730953,AF,730,-6.175429711161028,AF
13,13.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,731,-6.4477270795812585,AF
14,14.0,0.6,1.0,0.8,0.8,0.28284271247461895,AF,732,-6.670598908672693,AF
15,15.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,733,-7.939428971325826,AF
16,16.0,0.7,0.8,0.75,0.75,0.07071067811865482,AF,734,-6.873219686394347,AF
17,17.0,0.6,1.1,0.8500000000000001,0.8500000000000001,0.35355339059327384,AF,735,-5.7724968607542815,AF
18,18.0,0.7,1.0,0.85,0.85,0.21213203435596428,AF,736,-7.659180369908848,AF
19,19.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,737,-6.007374524883767,AF
20,20.0,0.6,0.8,0.7,0.7,0.14142135623730953,AF,738,-5.4528583497502,AF
21,21.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,739,-6.352614016551786,AF
22,22.0,0.6,0.8,0.7,0.7,0.14142135623730953,AF,740,-5.923108851894228,AF
23,23.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,741,-6.182701146257628,AF
24,24.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,742,-6.169281371293094,AF
25,25.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,743,-6.590324676289582,AF
26,26.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,744,-6.943310812797071,AF
27,27.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,745,-6.557168489053444,AF
28,28.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,746,-6.3912766262675085,AF
29,29.0,0.8,0.8,0.8,0.8,0.0,AF,747,-6.930335153790063,AF
30,30.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,748,-6.4526300418931735,AF
31,31.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,749,-8.170253380523711,AF
32,32.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,750,,AF
33,33.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.07071067811865474,AF,751,-6.262806060146537,AF
34,34.0,0.7,0.7,0.7,0.7,0.0,AF,752,-8.02510924310841,AF
35,35.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,753,-6.553580138246138,AF
36,36.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,754,-6.032709200488287,AF
37,37.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,755,-5.64875377549062,AF
38,38.0,0.8,1.0,0.9,0.9,0.14142135623730948,AF,756,,AF
39,39.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,757,-6.109573364276234,AF
40,40.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.07071067811865474,AF,758,-6.109263130894249,AF
41,41.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.07071067811865474,AF,759,-7.547154698135311,AF
42,42.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,760,-6.272747975352957,AF
43,43.0,0.6,0.8,0.7,0.7,0.14142135623730953,AF,761,-6.651307855209176,AF
44,44.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,762,-6.950817670419901,AF
45,45.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,763,-6.712790825438414,AF
46,46.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,764,-7.170934902764923,AF
47,47.0,0.7,0.8,0.75,0.75,0.07071067811865482,AF,765,-5.632272227394596,AF
48,48.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,766,-8.203640977961753,AF
49,49.0,0.7,0.8,0.75,0.75,0.07071067811865482,AF,767,-6.368904534265069,AF
50,50.0,0.7,0.7,0.7,0.7,0.0,AF,768,-6.085459120125961,AF
51,51.0,0.6,0.8,0.7,0.7,0.14142135623730953,AF,769,-6.50314820563038,AF
52,52.0,0.7,0.8,0.75,0.75,0.07071067811865482,AF,770,-6.605586801937233,AF
53,53.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,771,-6.2854297772423795,AF
54,54.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,772,-6.9060930672021135,AF
55,55.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,773,-6.866797095341416,AF
56,56.0,0.7,0.7,0.7,0.7,0.0,AF,774,-6.806727249214858,AF
57,57.0,0.8,0.9,0.8500000000000001,0.8500000000000001,0.07071067811865474,AF,775,-6.512093002919028,AF
58,58.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,776,-6.101165518675329,AF
59,59.0,0.6,0.9,0.75,0.75,0.21213203435596428,AF,777,-6.155878749197836,AF
60,60.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,778,-6.607226839368969,AF
61,61.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,779,-7.599855567778717,AF
62,62.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,780,-6.540962180830946,AF
63,63.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,781,-7.057402834381103,AF
64,64.0,0.7,0.7,0.7,0.7,0.0,AF,782,-6.408841279015085,AF
65,65.0,0.7,0.9,0.8,0.8,0.14142135623730953,AF,783,-6.7961109275301395,AF
66,66.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,784,-6.933654720309456,AF
67,67.0,0.7,0.9,0.8,0.8,0.14142135623730953,AF,785,-6.68476934870258,AF
68,68.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,786,-7.584099709429167,AF
69,69.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,787,-6.455071354450007,AF
70,70.0,0.7,0.8,0.75,0.75,0.07071067811865482,AF,788,-6.333657315815325,AF
71,71.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,789,-6.140047929739108,AF
72,72.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,790,-6.481921140889543,AF
73,73.0,0.7,1.0,0.85,0.85,0.21213203435596428,AF,791,-6.4638059312022005,AF
74,74.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,792,-5.613322625952294,AF
75,75.0,0.7,0.9,0.8,0.8,0.14142135623730953,AF,793,-6.802976268751345,AF
76,76.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,794,-6.454650116638359,AF
77,77.0,0.7,0.8,0.75,0.75,0.07071067811865482,AF,795,,AF
78,78.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF,796,-6.799631137208299,AF
79,79.0,0.6,0.8,0.7,0.7,0.14142135623730953,AF,797,,AF
80,80.0,0.6,0.9,0.75,0.75,0.21213203435596428,AF,798,-7.2861273871161245,AF
