,Time,PLETH,II
0,00:23:58.200,-151,8.66
1,00:23:58.200,-139,2.59
2,00:23:58.200,-128,-9.33
3,00:23:58.200,-120,-16.68
4,00:23:58.300,-112,-7.63
5,00:23:58.300,-106,58.41
6,00:23:58.300,-99,29.95
7,00:23:58.300,-93,-22.83
8,00:23:58.300,-85,-30.7
9,00:23:58.400,-81,-20.31
10,00:23:58.400,-77,-13.88
11,00:23:58.400,-71,-10.03
12,00:23:58.400,-67,-6.62
13,00:23:58.400,-63,-0.91
14,00:23:58.400,-60,9.67
15,00:23:58.500,-61,9.87
16,00:23:58.500,-71,7.21
17,00:23:58.500,-86,5.55
18,00:23:58.500,-107,8.59
19,00:23:58.500,-127,11.94
20,00:23:58.600,-145,11.97
21,00:23:58.600,-161,12.28
22,00:23:58.600,-175,12.95
23,00:23:58.600,-184,13.44
24,00:23:58.700,-189,12.45
25,00:23:58.700,-190,10.87
26,00:23:58.700,-185,10.05
27,00:23:58.700,-178,10.03
28,00:23:58.700,-168,10.88
29,00:23:58.800,-155,9.99
30,00:23:58.800,-143,9.51
31,00:23:58.800,-132,8.5
32,00:23:58.800,-122,5.43
33,00:23:58.800,-112,2.07
34,00:23:58.800,-105,11.44
35,00:23:58.900,-98,53.65
36,00:23:58.900,-91,29.94
37,00:23:58.900,-86,-41.62
38,00:23:58.900,-80,-39.29
39,00:23:58.900,-74,-31.74
40,00:23:59.000,-69,-23.45
41,00:23:59.000,-64,-20.28
42,00:23:59.000,-61,-19.2
43,00:23:59.000,-58,-15.08
44,00:23:59.100,-56,-11.54
45,00:23:59.100,-59,-8.21
46,00:23:59.100,-71,-3.75
47,00:23:59.100,-88,-0.59
48,00:23:59.100,-109,3.63
49,00:23:59.200,-131,6.12
50,00:23:59.200,-148,5.65
51,00:23:59.200,-163,4.81
52,00:23:59.200,-177,2.3
53,00:23:59.300,-184,-2.35
54,00:23:59.300,-187,-5.34
55,00:23:59.300,-187,-3.05
56,00:23:59.300,-183,1.32
57,00:23:59.300,-174,6.18
58,00:23:59.400,-160,11.42
59,00:23:59.400,-148,11.71
60,00:23:59.400,-137,10.77
61,00:23:59.400,-126,11.76
62,00:23:59.400,-117,10.96
63,00:23:59.500,-108,6.94
64,00:23:59.500,-100,3.35
65,00:23:59.500,-96,4.93
66,00:23:59.500,-90,5.33
67,00:23:59.500,-84,6.1
68,00:23:59.600,-80,6.62
69,00:23:59.600,-74,6.71
70,00:23:59.600,-69,13.01
71,00:23:59.600,-64,51.14
72,00:23:59.600,-59,31.58
73,00:23:59.700,-55,-46.7
74,00:23:59.700,-52,-52.34
75,00:23:59.700,-49,-43.24
76,00:23:59.700,-48,-32.88
77,00:23:59.700,-47,-26.75
78,00:23:59.800,-47,-17.5
79,00:23:59.800,-46,-12.43
80,00:23:59.800,-50,-10.11
81,00:23:59.800,-61,-8.77
82,00:23:59.800,-81,-5.24
83,00:23:59.900,-106,1.52
84,00:23:59.900,-132,5.95
85,00:23:59.900,-155,9.41
86,00:23:59.900,-175,9.22
87,00:23:59.900,-192,6.9
88,00:24:00.000,-204,4.44
89,00:24:00.000,8525,2.39
90,00:24:00.000,-9827,-0.69
91,00:24:00.000,-8865,-2.83
92,00:24:00.000,-9091,-2.13
93,00:24:00.000,-9834,-1.16
94,00:24:00.100,-10770,3.24
95,00:24:00.100,10101,12.0
96,00:24:00.100,420,19.91
97,00:24:00.100,-3959,22.26
98,00:24:00.100,-5735,22.14
99,00:24:00.100,-6248,20.52
100,00:24:00.200,-6168,21.65
101,00:24:00.200,-5827,23.27
102,00:24:00.200,-5385,42.88
103,00:24:00.200,-4917,84.66
104,00:24:00.200,-4461,48.43
105,00:24:00.300,-4034,-23.78
106,00:24:00.300,-3642,-18.64
107,00:24:00.300,-3286,-17.1
108,00:24:00.300,-2962,-15.78
109,00:24:00.300,-2666,-15.15
110,00:24:00.400,-2404,-14.51
111,00:24:00.400,-2167,-11.2
112,00:24:00.400,-1954,-4.03
113,00:24:00.400,-1768,2.24
114,00:24:00.400,-1611,5.86
115,00:24:00.500,-1476,14.9
116,00:24:00.500,-1362,21.33
117,00:24:00.500,-1259,20.05
118,00:24:00.500,-1166,13.56
119,00:24:00.500,-1079,3.02
120,00:24:00.600,7737,-9.2
121,00:24:00.600,-10538,-12.95
122,00:24:00.600,-9507,-6.41
123,00:24:00.600,-9667,4.02
124,00:24:00.600,-10352,15.03
125,00:24:00.700,10606,22.59
126,00:24:00.700,9676,23.99
127,00:24:00.700,8775,17.71
128,00:24:00.700,-808,9.67
129,00:24:00.700,-5080,0.2
130,00:24:00.800,-6752,-1.12
131,00:24:00.800,-7169,40.45
132,00:24:00.800,-6999,27.77
133,00:24:00.800,-6573,-15.35
134,00:24:00.800,-6055,-45.88
135,00:24:00.900,-5521,-42.79
136,00:24:00.900,-5005,-39.23
137,00:24:00.900,-4524,-35.84
138,00:24:00.900,-4081,-31.0
139,00:24:01.000,-3681,-22.32
140,00:24:01.000,-3319,-10.07
141,00:24:01.000,-2991,1.54
142,00:24:01.000,-2705,10.85
143,00:24:01.000,-2458,17.05
144,00:24:01.100,-2242,23.65
145,00:24:01.100,-2048,27.13
146,00:24:01.100,-1874,23.76
147,00:24:01.100,7021,20.29
148,00:24:01.100,10659,15.29
149,00:24:01.200,-10093,9.33
150,00:24:01.200,-10198,1.36
151,00:24:01.200,-10834,-3.39
152,00:24:01.200,10166,-1.66
153,00:24:01.200,9276,2.67
154,00:24:01.300,8415,4.19
155,00:24:01.300,7608,0.34
156,00:24:01.300,6863,-3.71
157,00:24:01.300,-2555,-6.12
158,00:24:01.400,-6666,-5.66
159,00:24:01.400,-8185,-3.89
160,00:24:01.400,-8461,-0.63
161,00:24:01.400,-8161,4.37
162,00:24:01.400,-7621,4.67
163,00:24:01.500,-6997,4.44
164,00:24:01.500,-6367,4.33
165,00:24:01.500,-5768,2.96
166,00:24:01.500,-5206,1.67
167,00:24:01.500,-4695,0.92
168,00:24:01.600,-4230,0.94
169,00:24:01.600,-3812,8.48
170,00:24:01.600,-3434,64.63
171,00:24:01.600,-3094,46.9
172,00:24:01.600,-2785,-18.97
173,00:24:01.700,-2507,-25.15
174,00:24:01.700,-2261,-17.87
175,00:24:01.700,-2037,-12.81
176,00:24:01.700,-1835,-7.72
177,00:24:01.700,-1652,-0.26
178,00:24:01.700,-1491,9.89
179,00:24:01.700,-1350,15.46
180,00:24:01.800,-1232,12.52
181,00:24:01.800,-1136,10.47
182,00:24:01.800,-1056,10.68
183,00:24:01.800,-987,10.48
184,00:24:01.800,-927,11.8
185,00:24:01.900,-872,13.75
186,00:24:01.900,-823,12.88
187,00:24:01.900,7963,10.6
188,00:24:01.900,-10339,3.59
189,00:24:01.900,-9332,-3.85
190,00:24:02.000,-9517,-5.6
191,00:24:02.000,-10223,-2.39
192,00:24:02.000,10719,2.47
193,00:24:02.000,9778,8.92
194,00:24:02.000,8864,11.61
195,00:24:02.100,8011,10.9
196,00:24:02.100,-1509,7.19
197,00:24:02.100,-5720,-0.36
198,00:24:02.100,-7328,-5.56
199,00:24:02.100,-7689,-7.33
200,00:24:02.200,-7470,-12.51
201,00:24:02.200,-6998,-11.3
202,00:24:02.200,-6436,-6.68
203,00:24:02.200,-5862,-3.18
204,00:24:02.200,-5311,2.26
205,00:24:02.300,-4801,3.62
206,00:24:02.300,-4331,1.83
207,00:24:02.300,-3903,0.8
208,00:24:02.300,-3515,0.23
209,00:24:02.300,-3164,0.44
210,00:24:02.400,-2848,-0.34
211,00:24:02.400,-2565,-2.36
212,00:24:02.400,-2310,-5.29
213,00:24:02.400,-2082,-7.05
214,00:24:02.400,-1876,-5.97
215,00:24:02.500,-1689,-5.98
216,00:24:02.500,-1522,-4.54
217,00:24:02.500,-1373,17.01
218,00:24:02.500,-1241,50.31
219,00:24:02.600,-1121,11.59
220,00:24:02.600,-1012,-55.62
221,00:24:02.600,-916,-42.71
222,00:24:02.600,-829,-32.63
223,00:24:02.600,-751,-25.32
224,00:24:02.700,-681,-23.41
225,00:24:02.700,-618,-18.89
226,00:24:02.700,-560,-18.47
227,00:24:02.700,-510,-20.0
228,00:24:02.700,-476,-20.0
229,00:24:02.800,-455,-16.28
230,00:24:02.800,-444,-4.69
231,00:24:02.800,-438,17.56
232,00:24:02.800,-430,37.84
233,00:24:02.900,-422,38.69
234,00:24:02.900,-415,33.43
235,00:24:02.900,-406,24.81
236,00:24:02.900,-396,12.84
237,00:24:02.900,-387,5.27
238,00:24:03.000,-374,3.36
239,00:24:03.000,-357,5.39
240,00:24:03.000,-337,8.74
241,00:24:03.000,-314,10.53
242,00:24:03.000,-287,10.33
243,00:24:03.000,-261,9.96
244,00:24:03.100,-237,9.72
245,00:24:03.100,-217,11.04
246,00:24:03.100,-201,14.34
247,00:24:03.100,-186,21.97
248,00:24:03.100,-175,26.76
249,00:24:03.200,-162,26.38
250,00:24:03.200,-150,24.14
251,00:24:03.200,-137,22.63
252,00:24:03.200,-124,20.03
253,00:24:03.200,-114,17.02
254,00:24:03.200,-107,44.04
255,00:24:03.300,-99,44.77
256,00:24:03.300,-91,13.15
257,00:24:03.300,-85,-56.68
258,00:24:03.300,-80,-52.53
259,00:24:03.400,-75,-49.41
260,00:24:03.400,-71,-41.73
261,00:24:03.400,-67,-31.94
262,00:24:03.400,-62,-16.85
263,00:24:03.400,-58,0.02
264,00:24:03.500,-59,5.63
265,00:24:03.500,-64,6.95
266,00:24:03.500,-80,6.97
267,00:24:03.500,-101,6.98
268,00:24:03.500,-124,6.98
269,00:24:03.500,-145,7.91
270,00:24:03.600,-163,8.8
271,00:24:03.600,-179,8.85
272,00:24:03.600,-192,9.26
273,00:24:03.600,-202,9.78
274,00:24:03.700,-207,9.63
275,00:24:03.700,8527,10.04
276,00:24:03.700,-9823,10.56
277,00:24:03.700,-8855,12.14
278,00:24:03.800,4038,14.66
279,00:24:03.800,-194,18.14
280,00:24:03.800,-2090,21.74
281,00:24:03.800,-2838,20.55
282,00:24:03.800,-3034,19.64
283,00:24:03.800,-2970,16.97
284,00:24:03.800,-2798,11.5
285,00:24:03.900,-2582,2.67
286,00:24:03.900,-2356,-2.33
287,00:24:03.900,-2138,-6.3
288,00:24:03.900,-1933,31.61
289,00:24:04.000,-1747,49.75
290,00:24:04.000,-1578,1.42
291,00:24:04.000,-1424,-53.18
292,00:24:04.000,-1284,-39.21
293,00:24:04.000,-1158,-32.83
294,00:24:04.100,-1047,-21.5
295,00:24:04.100,-947,-9.21
296,00:24:04.100,-854,-2.57
297,00:24:04.100,-770,6.84
298,00:24:04.100,-697,13.55
299,00:24:04.100,-638,16.6
300,00:24:04.200,-593,20.5
301,00:24:04.200,-564,24.41
302,00:24:04.200,-542,28.82
303,00:24:04.200,-521,26.06
304,00:24:04.300,-502,19.61
305,00:24:04.300,-482,14.11
306,00:24:04.300,-462,11.99
307,00:24:04.300,-443,11.15
308,00:24:04.400,8315,8.75
309,00:24:04.400,-10016,5.19
310,00:24:04.400,-9032,1.34
311,00:24:04.400,-9232,0.29
312,00:24:04.400,-9953,0.55
313,00:24:04.500,2235,-0.98
314,00:24:04.500,-2223,-3.08
315,00:24:04.500,-4120,-5.76
316,00:24:04.500,-4769,-8.11
317,00:24:04.500,-4824,-6.55
318,00:24:04.500,-4607,-5.31
319,00:24:04.600,-4280,-4.25
320,00:24:04.600,-3922,-2.68
321,00:24:04.600,-3565,-1.52
322,00:24:04.600,-3227,-1.07
323,00:24:04.600,-2914,10.26
324,00:24:04.700,-2627,63.6
325,00:24:04.700,-2368,33.15
326,00:24:04.700,-2135,-35.42
327,00:24:04.700,-1924,-20.9
328,00:24:04.700,-1732,-12.57
329,00:24:04.800,-1562,-13.43
330,00:24:04.800,-1410,-12.85
331,00:24:04.800,-1271,-10.67
332,00:24:04.800,-1144,-3.1
333,00:24:04.800,-1032,6.93
334,00:24:04.900,-938,6.97
335,00:24:04.900,-864,5.85
336,00:24:04.900,-806,6.56
337,00:24:04.900,-757,7.83
338,00:24:05.000,-717,8.46
339,00:24:05.000,-680,8.34
340,00:24:05.000,-643,6.76
341,00:24:05.000,-612,4.38
342,00:24:05.000,-577,-0.82
343,00:24:05.000,-545,-5.06
344,00:24:05.000,8225,-7.85
345,00:24:05.100,-10092,-8.34
346,00:24:05.100,-9097,-7.58
347,00:24:05.100,-9289,-4.85
348,00:24:05.100,3105,-2.4
349,00:24:05.100,-1301,-3.38
350,00:24:05.200,-3221,-3.58
351,00:24:05.200,-3925,-4.7
352,00:24:05.200,-4048,-3.44
353,00:24:05.200,-3904,0.93
354,00:24:05.200,-3645,8.5
355,00:24:05.300,-3346,12.01
356,00:24:05.300,-3044,12.95
357,00:24:05.300,-2759,10.44
358,00:24:05.300,-2494,6.48
359,00:24:05.300,-2249,3.65
360,00:24:05.400,-2026,1.7
361,00:24:05.400,-1824,2.2
362,00:24:05.400,-1644,2.14
363,00:24:05.400,-1484,16.41
364,00:24:05.500,-1339,46.12
365,00:24:05.500,-1208,9.25
366,00:24:05.500,-1088,-63.68
367,00:24:05.500,-983,-47.05
368,00:24:05.500,-890,-36.24
369,00:24:05.600,-805,-27.08
370,00:24:05.600,-727,-20.94
371,00:24:05.600,-657,-14.37
372,00:24:05.600,-593,-5.42
373,00:24:05.600,-541,-1.04
374,00:24:05.700,-499,2.02
375,00:24:05.700,-473,6.95
376,00:24:05.700,-457,7.46
377,00:24:05.700,-446,9.39
378,00:24:05.700,-438,12.77
379,00:24:05.700,-427,14.9
380,00:24:05.800,-419,13.79
381,00:24:05.800,-409,9.23
382,00:24:05.800,-395,5.16
383,00:24:05.800,-382,0.5
384,00:24:05.900,-367,-3.58
385,00:24:05.900,-349,-0.01
386,00:24:05.900,-328,4.07
387,00:24:05.900,-303,9.13
388,00:24:05.900,-276,16.44
389,00:24:05.900,-251,12.35
390,00:24:06.000,-229,10.22
391,00:24:06.000,-209,14.67
392,00:24:06.000,-190,15.74
393,00:24:06.000,-172,12.57
394,00:24:06.000,-159,24.48
395,00:24:06.100,-147,58.0
396,00:24:06.100,-136,133.87
397,00:24:06.100,-125,85.74
398,00:24:06.100,-115,-1.68
399,00:24:06.100,-106,-50.87
400,00:24:06.200,-95,-51.83
401,00:24:06.200,-87,-54.84
402,00:24:06.200,-79,-55.35
403,00:24:06.200,-73,-50.95
404,00:24:06.300,-67,-41.4
405,00:24:06.300,-62,-30.7
406,00:24:06.300,-61,-24.04
407,00:24:06.300,-66,-25.71
408,00:24:06.400,-78,-23.3
409,00:24:06.400,-97,-17.2
410,00:24:06.400,-117,-7.56
411,00:24:06.400,-136,4.66
412,00:24:06.400,-154,7.46
413,00:24:06.400,-166,0.51
414,00:24:06.400,-175,3.48
415,00:24:06.500,-183,22.39
416,00:24:06.500,-184,41.75
417,00:24:06.500,-183,33.23
418,00:24:06.500,-175,26.36
419,00:24:06.600,-166,21.64
420,00:24:06.600,-153,20.29
421,00:24:06.600,-139,11.57
422,00:24:06.600,-126,3.99
423,00:24:06.700,-115,-3.96
424,00:24:06.700,-106,-6.87
425,00:24:06.700,-99,3.76
426,00:24:06.700,-92,27.47
427,00:24:06.700,-88,33.85
428,00:24:06.800,-84,15.35
