,Unnamed: 0,min,max,mean,med,std,label,Unnamed: 0,Unnamed: 0.1,se,label
720,60.0,-157.23825657965438,-70.83417610488374,-100.95333697994953,-82.46101083616358,35.10131054379384,AF,720,720,-5.815738264835238,AF
721,61.0,-170.599351520073,-50.94646977144409,-92.66220857269936,-66.98807775951346,48.61482208074436,AF,721,721,-6.02816742572223,AF
722,62.0,-804.6385557020774,337.37450153511867,-60.61789318724114,187.1000137530027,464.31346003499766,N,722,722,-6.475260650253046,AF
723,63.0,-453.2827386303415,-300.7193577651728,-400.1589643996738,-432.6529770714845,61.97760743969579,AF,723,723,-7.19012040804043,AF
724,64.0,-231.87402076381824,-170.13429758800885,-210.3825931851308,-223.6581261974177,25.089115338771173,AF,724,724,-5.739932016884306,AF
725,65.0,-463.9812365031082,58.74173678679527,-123.4514646912047,-12.749335081902366,212.2305042964944,AF,725,725,-6.040139070352189,AF
726,66.0,-653.2425987439368,242.7556148179873,-69.51138121401439,124.00665853647467,364.2040820911346,N,726,726,-6.664698460215268,AF
727,67.0,-365.9611769800216,-257.8808716634599,-328.33034623288324,-351.35442019064027,43.90694679386652,AF,727,727,-7.493221274602288,AF
728,68.0,-187.92308957902688,-175.9513760165829,-183.76592692901417,-186.3602596700551,4.868882676822193,AF,728,728,-6.465879457288859,AF
729,69.0,-467.8264520697544,76.36864034218752,-113.28662725756443,2.328548242160595,220.99299115170083,AF,729,729,-6.285641854500217,AF
730,70.0,-477.7241302536463,-99.50275163719024,-231.3263279645748,-147.82986188223353,153.93339014361868,AF,730,730,-6.175429711161029,AF
731,71.0,-306.92385007506283,-162.01605763042187,-256.44382106534334,-287.88903536046814,58.91665454711272,AF,731,731,-6.4477270795812585,AF
732,72.0,-190.87534928271128,-98.80647219256224,-130.97665768488142,-112.0662218208098,37.30806395258504,AF,732,732,-6.670598908672692,AF
733,73.0,-569.9357131404705,134.60206110774516,-110.9330827308984,42.570522834428665,286.51835854760503,N,733,733,-7.939428971325827,AF
734,74.0,-337.8177736941487,-191.98728331128652,-286.9901046099695,-318.71540146517515,59.299292560391,AF,734,734,-6.873219686394346,AF
735,75.0,-407.7286455827065,-5.393123693944119,-145.61996629492916,-60.51691443684506,163.34377898150453,AF,735,735,-5.772496860754281,AF
736,76.0,-250.38371369850253,-216.2302082733437,-238.5275201662033,-244.8241520090382,13.794829945610742,AF,736,736,-7.659180369908848,AF
737,0.0,-269.6338478282061,-102.31725905125386,-160.6517219240825,-124.4365449534384,68.01349103632259,AF,737,737,-6.007374524883767,AF
738,1.0,-284.6322666611695,-74.2468220443567,-147.57849406416526,-102.221562025015,85.50546874671895,AF,738,738,-5.4528583497502,AF
739,2.0,-613.3100717530856,143.92093786485114,-119.97829216490852,43.5115879950875,307.7939975437138,N,739,739,-6.352614016551785,AF
