,min,max,mean,med,std,label
0,0.184,0.284,0.24,0.252,0.05106858133921481,PVC
1,0.132,0.228,0.178,0.176,0.03925981830489455,PVC
2,0.12,0.26,0.18933333333333333,0.188,0.07000952316173376,PVC
3,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
4,0.068,0.204,0.144,0.152,0.060750857332770754,PVC
5,0.06,0.532,0.29600000000000004,0.29600000000000004,0.33375440072005047,PVC
6,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
7,0.18,0.296,0.22266666666666665,0.192,0.06379132647416365,PVC
8,0.184,0.256,0.216,0.208,0.036660605559646724,PVC
9,0.216,0.42,0.318,0.318,0.14424978336205568,PVC
10,0.172,0.332,0.252,0.252,0.11313708498984763,PVC
11,0.092,0.44,0.21466666666666667,0.112,0.19540044353412642,PVC
12,0.156,0.476,0.3,0.268,0.1623822650414755,PVC
13,0.236,0.268,0.252,0.252,0.02262741699796954,PVC
14,0.064,0.156,0.11499999999999999,0.12,0.04611579628139003,PVC
15,0.216,0.332,0.272,0.268,0.05810335618533581,PVC
16,0.18,0.472,0.304,0.26,0.15089068891088012,PVC
17,0.152,0.276,0.21400000000000002,0.21400000000000002,0.08768124086713192,PVC
18,0.2,0.232,0.21600000000000003,0.21600000000000003,0.02262741699796952,PVC
19,0.2,0.492,0.346,0.346,0.20647518010647184,PVC
20,0.212,0.468,0.34,0.34,0.1810193359837562,PVC
21,0.088,0.236,0.16199999999999998,0.16199999999999998,0.10465180361560902,PVC
22,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
23,0.096,0.164,0.12133333333333333,0.104,0.037166292972710284,PVC
24,0.072,0.196,0.14533333333333334,0.168,0.06503332479070506,PVC
25,0.176,0.408,0.292,0.292,0.164048773235279,PVC
26,0.072,0.428,0.236,0.208,0.17964409258308495,PVC
27,0.072,0.26,0.126,0.086,0.08994813320278897,PVC
28,0.076,0.408,0.23866666666666667,0.232,0.16610037126187688,PVC
29,0.18,0.496,0.33799999999999997,0.33799999999999997,0.22344574285494903,PVC
30,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
31,0.06,0.276,0.177,0.186,0.08952467071520938,PVC
32,0.088,0.248,0.154,0.14,0.07008566187174092,PVC
33,0.076,0.216,0.13133333333333333,0.126,0.05809876648145524,PVC
34,0.104,0.208,0.15839999999999999,0.168,0.039759275647325364,PVC
