,Unnamed: 0,min,max,mean,med,std,label,Unnamed: 0,Unnamed: 0.1,min,max,mean,med,std,label,Unnamed: 0,Unnamed: 0.1,se,label
921,22.0,0.0027145674324335,0.1231781859691446,0.0811087055113822,0.106868233522343,0.0489500835165872,PVC,22.0,22.0,0.24,0.824,0.43,0.384,0.1986353442869621,PVC,21,21,-12.385670009892236,PVC
922,23.0,-0.3531690601085761,0.2028421786959581,0.0091057515472927,0.1298010638946725,0.2260571920101508,PVC,23.0,23.0,0.784,0.792,0.786,0.784,0.004,PVC,22,22,-11.440930047679425,PVC
923,24.0,-0.6062369811626976,0.0472621550590052,-0.1805630084460138,-0.0402817932923863,0.2655362251553814,PVC,24.0,24.0,0.2,0.216,0.2093333333333333,0.212,0.0083266639978645,PVC,23,23,-10.201102884310664,PVC
924,25.0,-0.7235751522798681,-0.0663493794674183,-0.2953611889950782,-0.1533776734380434,0.2671462499243401,PVC,25.0,25.0,0.7,1.5,1.1,1.15,0.2927700218845599,PVC,24,24,-9.509165055138295,PVC
925,26.0,-0.8452093742002141,-0.1398248531661821,-0.3857276498070815,-0.2339643857917153,0.2866503117345839,PVC,26.0,26.0,0.164,0.64,0.402,0.402,0.3365828278447966,PVC,25,25,-10.44179739560932,PVC
926,27.0,-0.8987077615457472,-0.208093528849522,-0.4487871608344895,-0.2996247880451019,0.2807107655816932,PVC,27.0,27.0,0.8,1.4,1.0777777777777775,1.0,0.1922093765778465,PVC,26,26,-9.379449963090718,PVC
927,28.0,-0.9961129151840018,-0.2266574076833289,-0.4948712048964237,-0.3288040700208226,0.3127478091007367,PVC,28.0,28.0,0.6,1.1,0.89,0.9,0.1523883926754995,PVC,27,27,-9.541417066562516,PVC
928,29.0,-1.02428690429361,-0.2812196773065521,-0.5402678039376861,-0.3794534702501825,0.3020536289875748,PVC,29.0,29.0,0.448,0.824,0.6226666666666667,0.5760000000000001,0.1550776149760714,PVC,28,28,-10.077396261793943,PVC
929,30.0,-1.118261405336208,-0.2659534961051953,-0.5630477978418449,-0.3790907576510411,0.3464235999500502,PVC,30.0,30.0,0.296,0.488,0.392,0.392,0.1357645019878171,PVC,29,29,-9.441086720323842,PVC
930,31.0,-1.1464353944458172,-0.3205157657284193,-0.6084443968831083,-0.4297401578804017,0.3357294108745022,PVC,31.0,31.0,0.216,0.464,0.34,0.34,0.1753624817342638,PVC,30,30,-9.892009057390014,PVC
931,32.0,-1.2863899386951814,-0.2880459656776578,-0.6360397743769874,-0.4204825585345993,0.4057920490883855,PVC,32.0,32.0,0.128,0.448,0.264,0.216,0.1653118265581746,PVC,31,31,-9.926574368814116,PVC
932,33.0,-0.9142858924939008,-0.1415374046849463,-0.4108932792087661,-0.2440699269258156,0.3140971868215279,PVC,33.0,33.0,0.076,0.228,0.152,0.152,0.1074802307403552,PVC,32,32,-8.41380934656852,PVC
933,34.0,-1.1083088754315265,-0.1376950348909572,-0.4760022483278197,-0.2658187767357144,0.3945671470621899,PVC,34.0,34.0,0.076,0.304,0.1424,0.088,0.0972666438199653,PVC,33,33,-9.521558658113092,PVC
934,35.0,-1.2067464182774792,-0.2330262288251909,-0.5724338430382679,-0.3621709274945866,0.3957890492857756,PVC,35.0,35.0,0.112,0.396,0.2533333333333333,0.252,0.1420046947580724,PVC,34,34,-9.673175964118446,PVC
935,36.0,-1.3355904792709798,-0.2724900155438201,-0.6430453400672373,-0.4130513570297798,0.4321437641777974,PVC,36.0,36.0,0.7,1.6,1.075,1.0,0.3284161123592186,PVC,35,35,-7.892301328100702,PVC
936,37.0,-1.4232428108038149,-0.3234581690193752,-0.7068292530649799,-0.4697038494499756,0.4469817205735771,PVC,37.0,37.0,0.7,1.5,1.0555555555555556,1.0,0.2185812841434,PVC,36,36,-9.809910828246498,PVC
937,38.0,-1.4570485800511483,-0.4061416436997914,-0.7724486347807528,-0.5454090826283597,0.4271588329881285,PVC,38.0,38.0,0.06,0.176,0.0986666666666666,0.06,0.0669726312259965,PVC,37,37,-8.734679994462343,PVC
938,39.0,-1.3322334393987691,-0.4723446649171165,-0.7720568008556775,-0.5858489206254176,0.3495700641106762,PVC,39.0,39.0,0.7,1.4,1.0625,1.05,0.2199837656347784,PVC,38,38,-10.543311060479729,PVC
939,40.0,-1.0031005162227375,-0.6469895380832835,-0.7712006034726835,-0.6949612291772145,0.1446789102253522,PVC,40.0,40.0,0.5,1.4,0.96,1.0,0.2547329756605707,PVC,39,39,-9.502690028989216,PVC
940,41.0,-0.6740488753769972,-0.3806651546135656,-0.5717229510372203,-0.6333652606743543,0.1190859320102108,PVC,41.0,41.0,0.9,1.4,1.1125,1.1,0.1885091888628092,PVC,40,40,-9.436489443056953,PVC
941,42.0,-0.2258925421619865,-0.0622575443229733,-0.1688643902375215,-0.2042578997267883,0.0667176454350497,PVC,42.0,42.0,0.24,20.368,3.916,0.772,8.062640758461212,PVC,41,41,-9.508922595431551,PVC
942,43.0,-0.2325875632783357,0.6417825822973929,0.0722596718478495,-0.1149095404427914,0.3552276064192746,PVC,43.0,43.0,0.188,0.452,0.2786666666666667,0.196,0.1501643544032116,PVC,42,42,-9.366009811476124,PVC
